Txn_ID,Is MP,Is MH,Start time,End time,Duration (ms),Server (ms),Fwd (ms),MH orderer (ms),Seq (ms),Log man (ms),Sched (ms),Lck man (ms),Worker (ms),Wait (ms),Other (ms)
508764646014976,False,False,1750102082335875963,1750102082536228191,200.35223,0.00034,0.02886,0.0,7.65813,0.10075,0.00027,0.00461,0.01124,0.0,192.54802
123643518517249,True,False,1750102073548829195,1750102073722964240,174.13504,0.7458,0.63255,0.0,1.74717,0.05547,0.00065,0.00608,1.1823,0.0,169.76502
1102342011224064,True,False,1750102095483976344,1750102095697661302,213.68496,0.84878,1.87013,0.0,11.13063,0.08644,0.00053,0.00567,1.09909,0.0,198.64367
579730390646784,False,True,1750102083912891233,1750102084164926872,252.03564,0.00046,0.52105,2.62155,2.19991,0.22665,0.00126,0.3444,0.03567,0.0,246.08469
475538779013121,False,False,1750102081584819194,1750102081670194685,85.37549,0.00089,0.5932,0.0,4.92793,0.04672,0.00028,0.02188,0.03139,0.0,79.7532
2184678064783361,True,False,1750102121445952433,1750102121455757403,9.80497,1.19124,0.48673,0.0,2.94697,0.0717,0.00053,0.0078,1.2318,0.0,3.86819
717263833399297,True,False,1750102087138374272,1750102087198470087,60.09581,2.2053,0.41218,0.0,10.28934,0.08172,0.00064,0.01302,0.75123,0.0,46.34238
1377748199145473,False,False,1750102101794762006,1750102102000470921,205.70891,0.00044,0.29479,0.0,1.62009,0.0,0.00025,0.00905,0.03544,0.0,203.74886
2035921872486400,False,False,1750102117810024586,1750102118111024880,301.00029,0.0008,0.03669,0.0,3.87754,0.0945,0.00026,0.006,0.01834,0.0,296.96617
1759652396138497,False,False,1750102111092366189,1750102111105571338,13.20515,0.00054,0.49567,0.0,2.30404,0.04587,0.00026,0.00529,0.01383,0.0,10.33966
495896923996160,False,False,1750102082046596961,1750102082249780883,203.18392,0.00032,0.01436,0.0,14.6316,0.05814,0.00027,0.00463,0.01334,0.0,188.46127
2270628950310912,False,True,1750102123566942781,1750102123751916167,184.97339,0.00125,0.43318,3.79635,7.55933,0.11618,0.00273,2.78004,0.03458,0.0,170.24975
