x_var,calvin_lsh_p50,calvin_lsh_p95,calvin_lsh_p99,calvin_fsh_p50,calvin_fsh_p95,calvin_fsh_p99,calvin_mh_p50,calvin_mh_p95,calvin_mh_p99,calvin_read_p50,calvin_read_p95,calvin_read_p99,calvin_write_p50,calvin_write_p95,calvin_write_p99,detock_lsh_p50,detock_lsh_p95,detock_lsh_p99,detock_fsh_p50,detock_fsh_p95,detock_fsh_p99,detock_mh_p50,detock_mh_p95,detock_mh_p99,detock_read_p50,detock_read_p95,detock_read_p99,detock_write_p50,detock_write_p95,detock_write_p99,janus_lsh_p50,janus_lsh_p95,janus_lsh_p99,janus_fsh_p50,janus_fsh_p95,janus_fsh_p99,janus_mh_p50,janus_mh_p95,janus_mh_p99,janus_read_p50,janus_read_p95,janus_read_p99,janus_write_p50,janus_write_p95,janus_write_p99,slog_lsh_p50,slog_lsh_p95,slog_lsh_p99,slog_fsh_p50,slog_fsh_p95,slog_fsh_p99,slog_mh_p50,slog_mh_p95,slog_mh_p99,slog_read_p50,slog_read_p95,slog_read_p99,slog_write_p50,slog_write_p95,slog_write_p99
1.0,6.0820905,10.239975549999915,138.81773787999998,,,,,,,,,,,,,33.097061,70.6192871,86.23562651000009,181.430105,213.0983234,332.8012020199991,193.246045,223.41381479999998,362.630526,,,,,,,140.695227,192.9938606000001,487.49945816000036,,,,,,,,,,,,,15.399357,38.122936599999996,58.759871380000035,184.324384,223.55532739999998,492.2016688799998,187.599516,226.270805,506.6217179599997,,,,,,
250.0,,,,,,,,,,,,,,,,12.188091499999999,31.377978299999985,60.020327670000015,168.03029750000002,576.7435054499999,11213.841406170008,171.549244,619.0843682999889,10832.781629440024,,,,,,,138.417371,167.79736799999992,259.7049671499996,,,,,,,,,,,,,15.8829525,30.067144499999994,51.37383472999999,160.9092135,824.9413962499991,10174.920158599887,163.788379,787.9860385999997,9676.056363279984,,,,,,
500.0,,,,,,,,,,,,,,,,10.8308105,18.127354799999992,58.57893234000004,147.478479,2877.136218,15257.78827019992,149.74927000000002,2824.1108448499995,14688.471434129999,,,,,,,138.453558,174.01513239999997,263.34047825999966,,,,,,,,,,,,,10.9891605,19.541532250000003,68.19373075,153.07150000000001,3760.5804070499967,12588.738759839976,155.762982,3772.4259825999984,13019.9815152,,,,,,
625.0,42.749176,443.35765625,903.9388905999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750.0,,,,,,,,,,,,,,,,8.6758175,25.764610899999997,170.32606543999958,147.310128,4341.656026849996,9578.667776909999,149.81523700000002,4445.95495105,9584.154322110002,,,,,,,138.1966935,321.11796359999965,528.3192597899999,,,,,,,,,,,,,8.774917,18.03437639999997,68.02289763999907,149.672408,4562.251199299985,8479.65758904,151.688149,4667.797078299999,8533.8812321,,,,,,
1000.0,,,,,,,,,,,,,,,,7.0399899999999995,12.098343099999997,38.79976582999998,146.97551249999998,2494.868514399999,2879.8416734600005,148.57992,2502.2903501,2878.38190528,,,,,,,138.991741,450.588408,750.0775405999968,,,,,,,,,,,,,7.5538065,17.62534625,90.44326164999991,148.261019,3766.382054,9438.287288,150.08601199999998,4081.5571931999934,9602.956595880034,,,,,,
1250.0,65.284163,1555.414794,5282.501089999913,,,,,,,,,,,,,8.392912,14.229393,29.610992799999945,148.084592,4088.8416211499975,9133.423200579999,150.002142,4189.6170734,9394.901026040001,,,,,,,137.9974905,435.7081300500001,858.1339131299975,,,,,,,,,,,,,9.322432,18.124081,38.983323020000014,152.9870085,5087.804558149998,13009.28073975,155.3219485,5586.9975644999995,13011.480557009994,,,,,,
1500.0,,,,,,,,,,,,,,,,13.2407585,38.25480739999998,56.736525809999925,153.016504,3552.7780919999996,11613.26961656,157.77148,3645.9048540000003,12104.419232900042,,,,,,,140.2770975,206.16078075,298.5810057499999,,,,,,,,,,,,,15.524711,41.39383459999998,74.16836712000003,157.551174,4392.33867719999,10852.057482440008,163.374252,4441.756650549997,11236.35554323,,,,,,
1750.0,,,,,,,,,,,,,,,,15.305285,33.323868000000004,58.89493670000003,164.016849,635.0387287999994,10400.79793576,166.981612,662.5934953,10404.34931308,,,,,,,138.593855,213.7579888,254.23625419999954,,,,,,,,,,,,,20.369683,78.002261,112.46930379999988,159.60549550000002,1400.5625703499989,9387.032109800031,176.01674,1399.324491,8781.780066800002,,,,,,
1875.0,81.610506,3472.0240025,7546.175259709999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000.0,,,,,,,,,,,,,,,,22.387118,59.24015179999999,93.64950667999996,177.368794,194.66586125,238.54195299999952,183.67325649999998,199.62621575,230.1701556200002,,,,,,,140.320681,244.44788799999995,280.40266832,,,,,,,,,,,,,19.423433,174.97882,191.35584039999986,156.9098035,310.67624424999997,359.6130655000004,175.431771,319.25280219999996,384.8181009999999,,,,,,
2500.0,114.008171,6228.2170093,14220.46913626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3125.0,136.9732435,6934.0493255,13699.989262250001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3750.0,171.139644,5415.391171949997,9897.36971094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4375.0,197.292034,5568.605754,8852.447247400001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000.0,234.8001035,4758.92599125,5796.2053755000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
