x_var,detock_throughput,detock_p50,detock_p95,detock_p99,detock_lsh_p50,detock_lsh_p95,detock_lsh_p99,detock_fsh_p50,detock_fsh_p95,detock_fsh_p99,detock_mh_p50,detock_mh_p95,detock_mh_p99,detock_aborts,detock_bytes,detock_cost,janus_throughput,janus_p50,janus_p95,janus_p99,janus_lsh_p50,janus_lsh_p95,janus_lsh_p99,janus_fsh_p50,janus_fsh_p95,janus_fsh_p99,janus_mh_p50,janus_mh_p95,janus_mh_p99,janus_aborts,janus_bytes,janus_cost,cockroachdb_throughput,cockroachdb_p50,cockroachdb_p95,cockroachdb_p99,cockroachdb_lsh_p50,cockroachdb_lsh_p95,cockroachdb_lsh_p99,cockroachdb_fsh_p50,cockroachdb_fsh_p95,cockroachdb_fsh_p99,cockroachdb_mh_p50,cockroachdb_mh_p95,cockroachdb_mh_p99,cockroachdb_aborts,cockroachdb_bytes,cockroachdb_cost,calvin_throughput,calvin_p50,calvin_p95,calvin_p99,calvin_lsh_p50,calvin_lsh_p95,calvin_lsh_p99,calvin_fsh_p50,calvin_fsh_p95,calvin_fsh_p99,calvin_mh_p50,calvin_mh_p95,calvin_mh_p99,calvin_aborts,calvin_bytes,calvin_cost,slog_throughput,slog_p50,slog_p95,slog_p99,slog_lsh_p50,slog_lsh_p95,slog_lsh_p99,slog_fsh_p50,slog_fsh_p95,slog_fsh_p99,slog_mh_p50,slog_mh_p95,slog_mh_p99,slog_aborts,slog_bytes,slog_cost
0.0,32195.0,52.123321,131.52905950000002,307.9205934999986,52.123321,131.52905950000002,307.9205934999986,,,,,,,0.0,375199721.71666664,0.2646061324532795,12030.0,139.82994150000002,305.82674715000013,542.2075560200001,139.82994150000002,305.82674715000013,542.2075560200001,,,,,,,0.0,137699223.25,0.31329879177057357,992.0,136.671233,746.1086817999998,1709.8715640799996,136.671233,746.1086817999998,1709.8715640799996,,,,,,,0.0,15448533.0,1.3346478427419355,20579.0,201.5019115,581.8510673499999,1799.7873071200004,201.5019115,581.8510673499999,1799.7873071200004,,,,,,,0.0,233773404.2,0.27651820224500706,31592.0,43.800548,149.0540775999999,177.702822,43.800548,149.0540775999999,177.702822,,,,,,,0.0,365598248.5833333,0.2635782784143665
10.0,21133.0,18.338849,252.8016232,945.84767382,13.024323,167.89230099999943,225.5169866599998,242.746557,1422.825093,2722.4443765,249.960437,2132.423562199999,2789.53675996,0.0,263067399.75,0.29699275990157575,12357.0,139.366785,268.56606860000005,373.4830365199999,139.366785,268.56606860000005,373.4830365199999,,,,,,,0.0,136981387.56666666,0.303846220873459,942.0,137.026702,779.4491406,1386.3417087999999,136.121541,614.0983835999999,1245.6746330400006,,,,440.4437315,1377.9195971,1975.5173887399988,0.0,17189533.55,1.442452941613588,16470.0,218.57387,1173.8976143999996,1621.3915869700004,218.57387,1173.8976143999996,1621.3915869700004,,,,,,,0.0,188651174.68333334,0.29071180896579646,20979.0,63.144297,272.1948575,828.1599652000002,23.375677000000003,142.54637619999988,728.55798621,176.23492900000002,580.14899475,1919.375312,216.743132,684.6854819999998,1846.5891332000008,0.0,260072383.18333334,0.29631763495241276
20.0,16588.0,64.91818,231.1578939999998,3317.731930519994,15.825197,104.670442,234.96259579999995,198.26649700000002,3358.0893503499865,7779.768640779979,203.10702600000002,3164.4333561999974,7872.862670460001,0.0,220900450.85,0.3275264659392332,12893.0,139.2821425,218.35553975,503.3055311499999,139.2821425,218.35553975,503.3055311499999,,,,,,,0.0,140505939.9,0.2966818271930504,930.0,136.450995,888.0947554999972,1617.4170451800019,84.5809,465.53118624999934,1360.2464365199996,,,,403.045076,1427.3819423999998,2109.3566095999972,0.0,18225571.65,1.4833456268817204,17983.0,247.232979,777.9491999999996,1021.1921819199997,247.232979,777.9491999999996,1021.1921819199997,,,,,,,0.0,206103104.63333333,0.28566213049361433,15858.0,73.936742,755.297374,1358.4437470000025,18.592658,724.377477,1331.7985081999993,156.9910155,373.08771964999966,1345.0812268200002,162.925233,979.1197172499998,1514.9057387199991,0.0,209247108.38333333,0.32790655616513226
30.0,18402.0,48.967318500000005,631.3544171,750.4669347199999,13.1074985,61.95418614999999,87.63990626000025,190.600764,734.6825285,788.3684478000001,192.508557,735.5087509,789.97614948,0.0,255319985.63333333,0.3326486095351954,12420.0,138.207673,388.4289365999992,484.92073558000004,138.207673,388.4289365999992,484.92073558000004,,,,,,,0.0,134580426.61666667,0.2984386902039721,831.0,137.9302675,892.2881129999997,1464.4661433800038,75.141964,488.7512132000004,1216.8868235599991,,,,388.25363,1232.5115043999995,1690.41028866,0.0,18296100.083333332,1.6617593281187324,16610.0,226.357144,602.9541345,3789.300540419997,226.357144,602.9541345,3789.300540419997,,,,,,,0.0,190176107.5,0.29009766104756174,17366.0,31.432526000000003,910.1115136999993,1650.1650332999998,19.162785,42.915625000000006,61.07030069999984,170.485159,1620.7952901999997,1711.1464406000002,172.4586365,1616.1034861499998,1711.1394929100002,0.0,236365504.31666666,0.33066394600560484
40.0,15908.0,17.366676,794.0299552999992,2819.3721393399974,12.502608,22.233029,120.963316,149.516831,2456.3306522000003,3165.6698713,152.358169,2492.9049115,3215.4845225999998,0.0,233975710.96666667,0.35796543998826585,12594.0,139.4307805,240.17308239999997,357.94586000000004,139.4307805,240.17308239999997,357.94586000000004,,,,,,,0.0,135253870.11666667,0.295384897755545,784.0,151.2609385,823.8757152499993,1261.0844892,133.3186655,431.99455649999953,1005.2672859999997,,,,349.565763,1015.6202095,1401.499790149998,0.0,18220415.733333334,1.759449380952381,16887.0,234.537559,949.4912106999999,1556.7359482199997,234.537559,949.4912106999999,1556.7359482199997,,,,,,,0.0,193005672.05,0.2886903204239948,15652.0,17.019048,1480.5110931999998,2030.4241176999994,12.432326,21.198494,32.2557723,156.43399399999998,1974.26242005,2139.2951081399997,159.0841325,1975.09231775,2148.5474345899993,0.0,222955945.96666667,0.3497392613936451
50.0,14092.0,139.578642,1699.7827178999992,2065.1113515600005,9.211167,18.288296649999996,111.56019342,146.405309,1982.3577705999994,2097.4927051600002,148.4583955,1993.85211005,2102.67754998,0.0,214253709.86666667,0.3761051800548775,11651.0,139.525888,256.1080951,440.8161427999955,139.525888,256.1080951,440.8161427999955,,,,,,,0.0,125369834.16666667,0.3023256959345407,639.0,274.654476,1013.643303199999,1614.1787832200007,134.8491415,678.1510421499995,1299.0239591099999,,,,336.997525,1198.5576406000002,1713.2718932799992,0.0,15993786.683333334,2.089007407929056,19470.0,172.60101,809.7748603999999,1194.26157032,172.60101,809.7748603999999,1194.26157032,,,,,,,0.0,222226335.56666666,0.2804071243622667,13570.0,144.5691245,1415.2997151,1895.3313851700004,9.2488005,15.924320999999996,30.417440040001097,154.2919845,1650.0256209,1937.6707573400001,156.6815435,1656.8087502499998,1941.9412224399998,0.0,202790142.75,0.3736774395725866
60.0,13013.0,144.282901,801.7934648,922.0913256000002,8.081389,13.913047999999998,28.510985170000005,146.713509,820.1447420000001,933.84674444,148.443207,820.697244,941.54336327,0.0,207532134.91666666,0.39696017047055515,13043.0,139.13652100000002,235.69919889999989,333.62718154000027,139.13652100000002,235.69919889999989,333.62718154000027,,,,,,,0.0,140163762.98333332,0.29274517056403176,637.0,282.7703845,878.4274609499994,1364.3588371800001,134.45864,444.03164400000003,1138.7574300000012,,,,324.525741,993.2123849999998,1444.073632479999,0.0,16917916.8,2.1245813751962324,15658.0,207.8598315,1065.580681,3216.95564475,207.8598315,1065.580681,3216.95564475,,,,,,,0.0,180071776.05,0.29482919408609015,13140.0,150.879444,639.527664,804.7023257999998,8.528562999999998,15.4927479,26.277301839999872,155.4193085,692.3178216999999,832.48212718,157.7172595,689.08754355,837.3501183099994,0.0,205776289.36666667,0.39045097316083205
70.0,12225.0,146.053956,562.779885,626.4312763200005,7.728835999999999,13.48609554999999,50.79985746999995,147.693811,572.38723,633.9880015599999,149.65146049999998,576.5234525,643.3400045999998,0.0,203651706.8,0.4161991113292434,11891.0,138.207023,360.33524875,472.7693568500006,138.207023,360.33524875,472.7693568500006,,,,,,,0.0,127520370.28333333,0.29984083808482603,621.0,287.0084,836.6348519999997,1362.0484190000009,134.79987799999998,377.2898080999984,1037.2344052000028,,,,309.033235,927.8043565999999,1423.3474395600003,0.0,16831042.383333333,2.176523104133119,16022.0,200.679449,1585.9896962,2008.4280647799997,200.679449,1585.9896962,2008.4280647799997,,,,,,,0.0,184239488.98333332,0.29333352762867715,12357.0,153.871579,429.4654906,513.23119956,8.0812265,15.06827425,28.029484349999866,156.725298,433.57490879999995,542.8736882799998,159.4023055,436.11070465,569.9616076100003,0.0,201552378.95,0.4083553920045319
80.0,11270.0,148.31417,428.873299,441.9649748000001,7.441479,13.03898465,21.24129715000001,148.965078,429.8290365,442.77584246,150.826281,431.3631265,444.91653949999994,0.0,196519155.06666666,0.43880950322389833,12599.0,138.993795,274.36258479999987,352.85900728,138.993795,274.36258479999987,352.85900728,,,,,,,0.0,135336889.68333334,0.29539945977193954,600.0,289.078463,746.6369461999992,1377.0018089200012,134.860204,290.536088,847.3116754999992,,,,302.9966195,811.2323134999988,1414.53401655,0.0,17198670.966666665,2.264955698888889,16621.0,248.197568,1060.2694155,1328.64065334,248.197568,1060.2694155,1328.64065334,,,,,,,0.0,190880724.08333334,0.29075353358201467,11400.0,157.407062,342.97259349999996,479.98806607999313,8.361282,15.617453799999998,24.790804239999996,159.260338,344.1224522,498.94039804000033,162.025107,346.50894939999995,561.1483362399911,0.0,193750363.5,0.42894800614035095
90.0,9309.0,152.219642,370.91719765,788.7023521199999,7.6439745,13.8024995,57.06770514999997,153.8861415,370.6219848,581.4026145099987,156.6594255,373.37762749999996,3201.8405685400003,0.0,168813786.55,0.47172367934257176,11618.0,137.937594,356.22500879999984,652.8446513600003,137.937594,356.22500879999984,652.8446513600003,,,,,,,0.0,125939560.7,0.30416519314856255,593.0,291.097395,657.078278,936.6265068000012,134.991282,243.5607101999995,661.0759079200002,,,,297.212442,674.3787852999997,948.7611640999996,0.0,17809136.266666666,2.3122811557054526,15690.0,218.297506,1149.931706749997,2558.7887519599994,218.297506,1149.931706749997,2558.7887519599994,,,,,,,0.0,180363854.5,0.29460019694072664,10720.0,162.699487,299.73092279999986,401.80806023999935,8.7741155,16.5238865,21.920052649999988,163.008367,300.0104242,404.62075448,166.13321150000002,302.48574390000005,416.7962096799999,0.0,189031613.86666667,0.44735375721393034
100.0,9741.0,156.398661,322.43892545,390.88879619,,,,155.08000199999998,321.03439765,387.8699248300001,157.35053299999998,323.6429811499999,392.6853076,0.0,182962894.05,0.47985400687814395,11807.0,138.950622,345.93470269999995,438.67854599999976,138.950622,345.93470269999995,438.67854599999976,,,,,,,0.0,128017058.4,0.30281537799610403,543.0,292.057417,707.0103384499996,1102.3637958799995,,,,,,,292.057417,707.0103384499996,1102.3637958799995,,15849532.983333332,2.4530214726826274,14822.0,241.47142,936.712636,3006.0072632999995,241.47142,936.712636,3006.0072632999995,,,,,,,0.0,169824002.58333334,0.2976305526694553,8831.0,177.757869,262.5725606,831.9574486799951,,,,175.508814,259.43018229999996,779.2355472200026,179.398463,264.87987064999993,1190.6861638500047,0.0,161137302.58333334,0.47987159457215117
