x_var,detock_throughput,detock_p50,detock_p95,detock_p99,detock_lsh_p50,detock_lsh_p95,detock_lsh_p99,detock_fsh_p50,detock_fsh_p95,detock_fsh_p99,detock_mh_p50,detock_mh_p95,detock_mh_p99,detock_aborts,detock_bytes,detock_cost,janus_throughput,janus_p50,janus_p95,janus_p99,janus_lsh_p50,janus_lsh_p95,janus_lsh_p99,janus_fsh_p50,janus_fsh_p95,janus_fsh_p99,janus_mh_p50,janus_mh_p95,janus_mh_p99,janus_aborts,janus_bytes,janus_cost,cockroachdb_throughput,cockroachdb_p50,cockroachdb_p95,cockroachdb_p99,cockroachdb_lsh_p50,cockroachdb_lsh_p95,cockroachdb_lsh_p99,cockroachdb_fsh_p50,cockroachdb_fsh_p95,cockroachdb_fsh_p99,cockroachdb_mh_p50,cockroachdb_mh_p95,cockroachdb_mh_p99,cockroachdb_aborts,cockroachdb_bytes,cockroachdb_cost,calvin_throughput,calvin_p50,calvin_p95,calvin_p99,calvin_lsh_p50,calvin_lsh_p95,calvin_lsh_p99,calvin_fsh_p50,calvin_fsh_p95,calvin_fsh_p99,calvin_mh_p50,calvin_mh_p95,calvin_mh_p99,calvin_aborts,calvin_bytes,calvin_cost,slog_throughput,slog_p50,slog_p95,slog_p99,slog_lsh_p50,slog_lsh_p95,slog_lsh_p99,slog_fsh_p50,slog_fsh_p95,slog_fsh_p99,slog_mh_p50,slog_mh_p95,slog_mh_p99,slog_aborts,slog_bytes,slog_cost
-111.0,46544.0,85.368419,3209.1787798999962,6595.43419736,28.272396,826.42716765,3017.10982400999,324.125735,4671.933782899999,7163.239917740003,391.56084799999996,4840.112827,7437.46204279998,0.0,2396829920.8,1.9017573762003293,38085.0,596.720864,1348.6324007999995,1778.862991439999,596.720864,1348.6324007999995,1778.862991439999,,,,,,,0.0,1066176854.9395833,1.2924687713243763,10857.0,19.986933,748.013634,1635.442339600001,20.294276,753.9036106000003,1649.6203208399997,,,,13.2212385,500.73718744999894,1252.3646782400006,0.0,136330058.27291667,1.3362704034736936,33621.0,311.632409,6102.012009800001,7092.2698406499985,311.632409,6102.012009800001,7092.2698406499985,,,,,,,0.0,1234274835.6604166,2.2340944319669185,44364.0,48.66318,3069.3563964000004,6040.617924690011,23.3857565,758.7721001999997,2326.97772482,423.821883,4229.813304800003,6800.969682260003,519.4020735,4642.61779325,7770.894240329989,0.0,2248781482.4708333,1.9514611781148874
-100.0,45403.0,34.330052,4851.037708199999,5570.29446192,19.118703,364.04372779999915,4786.510186620002,97.581576,5379.544305199999,5596.7137784000015,121.9543785,5430.8492759499995,5649.002423180001,0.0,2352824613.7229166,2.071413123388813,37572.0,582.6166445,1363.8988503499995,1779.3145757399996,582.6166445,1363.8988503499995,1779.3145757399996,,,,,,,0.0,1040983575.7708334,1.273726856564101,8295.0,38.165595,990.9160249999999,2236.0325161999904,37.449546,989.6427975999995,2246.9392638399945,,,,63.2379725,1025.4074502499982,1886.0398312299965,0.0,201841724.175,2.125088172806577,31854.0,422.450593,4373.8919584,6070.799773159996,422.450593,4373.8919584,6070.799773159996,,,,,,,0.0,1187653241.7604167,2.217737762766363,40362.0,44.956225,4071.06954005,7099.81406466999,20.1256475,591.7533090999981,3557.126240339999,183.861701,4532.590168399999,7754.587280500003,279.168135,4641.5801928,8166.825206319992,0.0,2046873602.8708334,1.9550205181104068
-75.0,43639.0,50.458823,3872.9991969999996,5040.422039280007,20.10746,569.1882748499964,3850.9964173500007,320.139239,4048.2671734,5454.950222880006,384.537293,4167.24480815,5517.270883919991,0.0,2267863820.11875,1.9837490586529383,37511.0,603.905695,1246.0553671999999,1740.5309523599994,603.905695,1246.0553671999999,1740.5309523599994,,,,,,,0.0,1020882683.0416666,1.2555010881489577,8186.0,78.8476365,876.2053755,2200.564235199996,70.283613,803.8201107999989,2068.2519053999918,,,,247.695517,2228.9873390999887,3463.3514206600025,0.0,210263993.66875,2.166190284348956,28985.0,464.295628,9178.491513799992,13129.86812612,464.295628,9178.491513799992,13129.86812612,,,,,,,0.0,1059123282.13125,1.5352552893685427,38250.0,74.345293,4570.64381985,6779.106212059987,19.346883,674.1399715,4245.112124899995,209.178099,4965.0312262,7342.104325979996,310.857063,5027.873379799999,7410.422160040004,0.0,1939902969.3604167,2.1518288752688823
-50.0,41545.0,72.079506,3081.464585,4278.482994900019,21.087345,1026.3758561499994,2637.5854778199896,356.000307,3474.453275,4868.05900150001,485.81925,3606.000536,5407.078269199996,0.0,2164141395.5729165,2.0029454377144598,37651.0,629.528833,1094.7452955999997,1370.0577386799994,629.528833,1094.7452955999997,1370.0577386799994,,,,,,,0.0,1014780793.3083333,1.2549950109717463,8146.0,110.48796999999999,661.2200157999998,1561.2100687199998,100.962482,619.5533276,1460.0624872,,,,280.976846,1707.7289391999996,3784.851887919988,0.0,183667604.75,2.071825656162193,29144.0,334.029402,13851.877350099949,21682.382952300013,334.029402,13851.877350099949,21682.382952300013,,,,,,,0.0,1090115102.8979166,1.451828260960422,37925.0,101.540188,4484.8745786,6073.606938780042,19.9686815,633.2916172500001,4094.315475650006,294.16811900000005,4786.2643468999995,6947.928329049999,425.991811,4904.405621799997,7260.187685919997,0.0,1926008154.8604167,2.121816375184941
-25.0,43348.0,77.653948,4415.5598405,5301.270362659999,20.976202,702.9405454999999,4593.542134460001,202.906254,4957.470552000001,5419.9502174,223.230524,5010.26393555,5588.6462974999995,0.0,2252269161.7125,2.0070024990713073,39954.0,578.0753480000001,1057.98877745,1317.0863516400002,578.0753480000001,1057.98877745,1317.0863516400002,,,,,,,0.0,1178215659.3666666,1.3169982228618464,6419.0,155.82245699999999,798.37972425,1739.8200607199942,154.098959,788.1828947999996,1744.4378992799973,,,,258.029844,983.2190572999997,1644.53143172,0.0,146123527.06875,2.424479822625106,26358.0,610.319623,12494.19809325,15887.560215250014,610.319623,12494.19809325,15887.560215250014,,,,,,,0.0,980182220.5145833,1.470415417826708,37851.0,136.95236,3729.8370611999994,6604.757036739994,20.8214135,1654.9896155999998,4160.946922779993,354.773009,4411.941031999998,7676.7066049800005,488.1278085,4679.211527149996,8305.12391320004,0.0,1920690794.6041667,1.9440775521918545
0.0,39246.0,88.183295,4558.21789,5936.99898,18.990556,585.6696793999984,3580.532160799996,222.86617,5556.020586500001,6057.843193899998,247.19800450000002,5608.6964319,6155.93207467,0.0,2046863643.7083333,2.171173747804801,37835.0,617.770751,1057.96100775,1295.5838833800003,617.770751,1057.96100775,1295.5838833800003,,,,,,,0.0,1017936924.41875,1.241843917452792,5363.0,177.575295,981.5382804999999,2254.452856,166.346592,931.584694799999,2154.0406591599994,,,,338.665753,2128.635048199998,3548.4055793600005,0.0,137040953.94791666,2.7811138650851,25241.0,794.396047,4070.7757436999887,10327.817273629997,794.396047,4070.7757436999887,10327.817273629997,,,,,,,0.0,940704782.2958333,1.655949389942344,36382.0,162.379726,3377.485870299998,6068.121420900011,20.818993,1258.3347801999982,3119.529152239999,461.29098799999997,3917.28547375,6844.660003699999,594.9111005,4268.180713,7162.5821553,0.0,1847284893.6645834,2.0034488809035977
50.0,34645.0,301.63981,3410.8992053999964,8667.857118879996,230.067505,572.363919,1810.4942192999997,461.5576635,6465.963101149998,9944.821728509995,531.0956484999999,6671.420347249999,10079.116366829996,0.0,1822072931.4375,2.1935631614985738,34643.0,674.779082,1102.9502931999998,1343.8211276599989,674.779082,1102.9502931999998,1343.8211276599989,,,,,,,0.0,965374019.75,1.2909909834993523,3531.0,385.855169,812.531514,1275.7290680000008,380.601337,803.1086973999971,1264.4683953999993,,,,553.8364750000001,1058.7972332999998,1561.6090559899994,0.0,105103611.66666667,3.919064252629487,26237.0,775.145953,8493.357498,15551.694892999994,775.145953,8493.357498,15551.694892999994,,,,,,,0.0,972858251.0645833,1.6756517489174534,30573.0,405.221319,5060.557888799998,7511.492639499997,232.7922195,892.5743490499997,4554.391434829996,586.9908344999999,5989.712023899998,8249.46370699,681.195582,6125.185826599997,8379.190702099999,0.0,1486599814.9333334,1.8057797652671927
100.0,33867.0,543.803344,1856.3023201999997,3344.3920506399995,440.822666,802.226962,1255.3720056399995,618.700855,2101.8939265,3569.6830377000015,788.46852,2869.9417064999993,3994.9457921800013,0.0,1712764302.0104167,2.112413979967389,32801.0,716.9782264999999,1102.87199945,1321.20468314,716.9782264999999,1102.87199945,1321.20468314,,,,,,,0.0,914925761.6041666,1.307026890032359,2304.0,617.794427,1188.023506,1749.2874710600001,613.2037265,1184.860079,1744.043848149999,,,,771.93686,1324.3923298999994,1946.911062999992,0.0,43487190.46875,5.037111984136887,24445.0,675.835655,7984.2564729,19347.978598240043,675.835655,7984.2564729,19347.978598240043,,,,,,,0.0,910372025.8208333,1.5578270461867338,27145.0,699.033179,2532.863115199999,8124.806522180012,435.740315,914.3013693999991,1669.787016819999,855.878964,3196.0764063999877,10717.58220964,997.16914,3736.0876169,11436.423388179997,0.0,1074285356.5791667,1.8309989408252494
250.0,12669.0,1329.6210409999999,5392.176909549993,8046.568216090002,1119.923638,2572.7530274499995,4352.06523573,1440.986942,5891.189934299999,8205.398375519999,2451.898714,7273.8681005,9101.8590613,0.0,621232641.8375,2.4551451851166677,22546.0,1003.7562969999999,1624.1753828999992,2233.94919935,1003.7562969999999,1624.1753828999992,2233.94919935,,,,,,,0.0,652689938.7895833,1.4717998247801405,1092.0,1313.303435,2286.6306359999994,3485.422354320005,1308.6594685,2286.24192725,3495.8452474899996,,,,1445.643557,2304.086114199998,3170.663470719999,0.0,23540594.860416666,9.913389821021573,4541.0,5070.494492,10163.4956154,22312.05214523003,5070.494492,10163.4956154,22312.05214523003,,,,,,,0.0,185280240.425,3.6814734821426387,11666.0,1751.375911,5299.798345649997,11491.325646260007,1124.166899,2697.537191199995,4888.50565488,2188.66083,5991.172963,12362.16804490001,2879.436502,7905.069900349999,13887.657287779966,0.0,404642993.4895833,2.0747805457895208
500.0,6207.0,3270.1036915,9244.839933349998,13521.457111980015,2457.2493,6479.737317,8734.066192760001,3484.391155,9506.37835,13992.910763,5505.060001,11338.977621799992,15341.28125591,0.0,262377786.60625,3.05929820228058,12464.0,1663.266934,2998.561394049999,7281.65435375,1663.266934,2998.561394049999,7281.65435375,,,,,,,0.0,394168010.04583335,1.9252684833565112,544.0,2474.4064965,4245.28973625,5841.782763849997,2468.255301,4256.490395400001,5846.131543079999,,,,2596.060729,3577.3382800999993,5657.671903760004,0.0,14722912.502083333,19.26695453889655,2419.0,10579.771065,21267.8259222,42265.988909960215,10579.771065,21267.8259222,42265.988909960215,,,,,,,0.0,100244268.17708333,5.595911253278444,5531.0,3965.300702,11033.087291699998,19507.918079779927,2299.26603,6009.318576199996,9712.687078700006,5416.492063,11667.656045,27435.466269200006,6564.40561,14941.483599399975,29695.402090220014,0.0,206454621.93125,3.1283146259667727
