x_var,detock_lsh_p50,detock_lsh_p95,detock_lsh_p99,detock_fsh_p50,detock_fsh_p95,detock_fsh_p99,detock_mh_p50,detock_mh_p95,detock_mh_p99,detock_read_p50,detock_read_p95,detock_read_p99,detock_write_p50,detock_write_p95,detock_write_p99,janus_lsh_p50,janus_lsh_p95,janus_lsh_p99,janus_fsh_p50,janus_fsh_p95,janus_fsh_p99,janus_mh_p50,janus_mh_p95,janus_mh_p99,janus_read_p50,janus_read_p95,janus_read_p99,janus_write_p50,janus_write_p95,janus_write_p99,cockroachdb_lsh_p50,cockroachdb_lsh_p95,cockroachdb_lsh_p99,cockroachdb_fsh_p50,cockroachdb_fsh_p95,cockroachdb_fsh_p99,cockroachdb_mh_p50,cockroachdb_mh_p95,cockroachdb_mh_p99,cockroachdb_read_p50,cockroachdb_read_p95,cockroachdb_read_p99,cockroachdb_write_p50,cockroachdb_write_p95,cockroachdb_write_p99,calvin_lsh_p50,calvin_lsh_p95,calvin_lsh_p99,calvin_fsh_p50,calvin_fsh_p95,calvin_fsh_p99,calvin_mh_p50,calvin_mh_p95,calvin_mh_p99,calvin_read_p50,calvin_read_p95,calvin_read_p99,calvin_write_p50,calvin_write_p95,calvin_write_p99,slog_lsh_p50,slog_lsh_p95,slog_lsh_p99,slog_fsh_p50,slog_fsh_p95,slog_fsh_p99,slog_mh_p50,slog_mh_p95,slog_mh_p99,slog_read_p50,slog_read_p95,slog_read_p99,slog_write_p50,slog_write_p95,slog_write_p99
-111.0,28.272396,826.42716765,3017.10982400999,324.125735,4671.933782899999,7163.239917740003,391.56084799999996,4840.112827,7437.46204279998,,,,,,,596.720864,1348.6324007999995,1778.862991439999,,,,,,,,,,,,,20.294276,753.9036106000003,1649.6203208399997,,,,13.2212385,500.73718744999894,1252.3646782400006,,,,,,,311.632409,6102.012009800001,7092.2698406499985,,,,,,,,,,,,,23.3857565,758.7721001999997,2326.97772482,423.821883,4229.813304800003,6800.969682260003,519.4020735,4642.61779325,7770.894240329989,,,,,,
-100.0,19.118703,364.04372779999915,4786.510186620002,97.581576,5379.544305199999,5596.7137784000015,121.9543785,5430.8492759499995,5649.002423180001,,,,,,,582.6166445,1363.8988503499995,1779.3145757399996,,,,,,,,,,,,,37.449546,989.6427975999995,2246.9392638399945,,,,63.2379725,1025.4074502499982,1886.0398312299965,,,,,,,422.450593,4373.8919584,6070.799773159996,,,,,,,,,,,,,20.1256475,591.7533090999981,3557.126240339999,183.861701,4532.590168399999,7754.587280500003,279.168135,4641.5801928,8166.825206319992,,,,,,
-75.0,20.10746,569.1882748499964,3850.9964173500007,320.139239,4048.2671734,5454.950222880006,384.537293,4167.24480815,5517.270883919991,,,,,,,603.905695,1246.0553671999999,1740.5309523599994,,,,,,,,,,,,,70.283613,803.8201107999989,2068.2519053999918,,,,247.695517,2228.9873390999887,3463.3514206600025,,,,,,,464.295628,9178.491513799992,13129.86812612,,,,,,,,,,,,,19.346883,674.1399715,4245.112124899995,209.178099,4965.0312262,7342.104325979996,310.857063,5027.873379799999,7410.422160040004,,,,,,
-50.0,21.087345,1026.3758561499994,2637.5854778199896,356.000307,3474.453275,4868.05900150001,485.81925,3606.000536,5407.078269199996,,,,,,,629.528833,1094.7452955999997,1370.0577386799994,,,,,,,,,,,,,100.962482,619.5533276,1460.0624872,,,,280.976846,1707.7289391999996,3784.851887919988,,,,,,,334.029402,13851.877350099949,21682.382952300013,,,,,,,,,,,,,19.9686815,633.2916172500001,4094.315475650006,294.16811900000005,4786.2643468999995,6947.928329049999,425.991811,4904.405621799997,7260.187685919997,,,,,,
-25.0,20.976202,702.9405454999999,4593.542134460001,202.906254,4957.470552000001,5419.9502174,223.230524,5010.26393555,5588.6462974999995,,,,,,,578.0753480000001,1057.98877745,1317.0863516400002,,,,,,,,,,,,,154.098959,788.1828947999996,1744.4378992799973,,,,258.029844,983.2190572999997,1644.53143172,,,,,,,610.319623,12494.19809325,15887.560215250014,,,,,,,,,,,,,20.8214135,1654.9896155999998,4160.946922779993,354.773009,4411.941031999998,7676.7066049800005,488.1278085,4679.211527149996,8305.12391320004,,,,,,
0.0,18.990556,585.6696793999984,3580.532160799996,222.86617,5556.020586500001,6057.843193899998,247.19800450000002,5608.6964319,6155.93207467,,,,,,,617.770751,1057.96100775,1295.5838833800003,,,,,,,,,,,,,166.346592,931.584694799999,2154.0406591599994,,,,338.665753,2128.635048199998,3548.4055793600005,,,,,,,794.396047,4070.7757436999887,10327.817273629997,,,,,,,,,,,,,20.818993,1258.3347801999982,3119.529152239999,461.29098799999997,3917.28547375,6844.660003699999,594.9111005,4268.180713,7162.5821553,,,,,,
50.0,230.067505,572.363919,1810.4942192999997,461.5576635,6465.963101149998,9944.821728509995,531.0956484999999,6671.420347249999,10079.116366829996,,,,,,,674.779082,1102.9502931999998,1343.8211276599989,,,,,,,,,,,,,380.601337,803.1086973999971,1264.4683953999993,,,,553.8364750000001,1058.7972332999998,1561.6090559899994,,,,,,,775.145953,8493.357498,15551.694892999994,,,,,,,,,,,,,232.7922195,892.5743490499997,4554.391434829996,586.9908344999999,5989.712023899998,8249.46370699,681.195582,6125.185826599997,8379.190702099999,,,,,,
100.0,440.822666,802.226962,1255.3720056399995,618.700855,2101.8939265,3569.6830377000015,788.46852,2869.9417064999993,3994.9457921800013,,,,,,,716.9782264999999,1102.87199945,1321.20468314,,,,,,,,,,,,,613.2037265,1184.860079,1744.043848149999,,,,771.93686,1324.3923298999994,1946.911062999992,,,,,,,675.835655,7984.2564729,19347.978598240043,,,,,,,,,,,,,435.740315,914.3013693999991,1669.787016819999,855.878964,3196.0764063999877,10717.58220964,997.16914,3736.0876169,11436.423388179997,,,,,,
250.0,1119.923638,2572.7530274499995,4352.06523573,1440.986942,5891.189934299999,8205.398375519999,2451.898714,7273.8681005,9101.8590613,,,,,,,1003.7562969999999,1624.1753828999992,2233.94919935,,,,,,,,,,,,,1308.6594685,2286.24192725,3495.8452474899996,,,,1445.643557,2304.086114199998,3170.663470719999,,,,,,,5070.494492,10163.4956154,22312.05214523003,,,,,,,,,,,,,1124.166899,2697.537191199995,4888.50565488,2188.66083,5991.172963,12362.16804490001,2879.436502,7905.069900349999,13887.657287779966,,,,,,
500.0,2457.2493,6479.737317,8734.066192760001,3484.391155,9506.37835,13992.910763,5505.060001,11338.977621799992,15341.28125591,,,,,,,1663.266934,2998.561394049999,7281.65435375,,,,,,,,,,,,,2468.255301,4256.490395400001,5846.131543079999,,,,2596.060729,3577.3382800999993,5657.671903760004,,,,,,,10579.771065,21267.8259222,42265.988909960215,,,,,,,,,,,,,2299.26603,6009.318576199996,9712.687078700006,5416.492063,11667.656045,27435.466269200006,6564.40561,14941.483599399975,29695.402090220014,,,,,,
