x_var,detock_lsh_p50,detock_lsh_p95,detock_lsh_p99,detock_fsh_p50,detock_fsh_p95,detock_fsh_p99,detock_mh_p50,detock_mh_p95,detock_mh_p99,detock_read_p50,detock_read_p95,detock_read_p99,detock_write_p50,detock_write_p95,detock_write_p99,janus_lsh_p50,janus_lsh_p95,janus_lsh_p99,janus_fsh_p50,janus_fsh_p95,janus_fsh_p99,janus_mh_p50,janus_mh_p95,janus_mh_p99,janus_read_p50,janus_read_p95,janus_read_p99,janus_write_p50,janus_write_p95,janus_write_p99,calvin_lsh_p50,calvin_lsh_p95,calvin_lsh_p99,calvin_fsh_p50,calvin_fsh_p95,calvin_fsh_p99,calvin_mh_p50,calvin_mh_p95,calvin_mh_p99,calvin_read_p50,calvin_read_p95,calvin_read_p99,calvin_write_p50,calvin_write_p95,calvin_write_p99,slog_lsh_p50,slog_lsh_p95,slog_lsh_p99,slog_fsh_p50,slog_fsh_p95,slog_fsh_p99,slog_mh_p50,slog_mh_p95,slog_mh_p99,slog_read_p50,slog_read_p95,slog_read_p99,slog_write_p50,slog_write_p95,slog_write_p99
0.0,37.680021,155.50645719999997,300.7400864800011,38.045453,203.535396,462.6721052000004,36.599403,158.77758649999996,312.69289354000006,38.09111,155.52930589999994,310.9050310199998,37.233341,184.29500000000002,378.3559689999995,138.243638,158.45072285,311.0052406600013,,,,,,,139.441877,158.8980526,307.82299627999896,138.140692,158.4095734,311.1929716400001,138.309991,465.79452749999996,1163.0209294,,,,,,,138.615398,402.5369982999999,498.6617752,138.2857545,474.46018725,1196.1111708999965,32.4246055,169.78993674999998,348.4894713499999,32.335262,259.45258719999987,579.0509167200004,31.8901665,172.25441975,347.6226031499998,32.866756,176.81339749999944,351.03349756000006,32.071374000000006,210.7260431,442.80450657000006
0.01,28.706324,176.92157809999992,299.43294246,32.052957,233.48249409999983,449.32962728000047,33.688108,197.3490552,325.42722683999983,28.68396,176.02871959999973,305.69593908,32.6616935,209.20321635,370.1498161199986,139.723284,159.54825090000003,242.59826516000032,,,,,,,140.87714,161.3550464,261.6446841999998,139.611222,159.31215709999998,239.7992025000005,120.723866,319.1997267999999,644.059423639999,,,,,,,82.880618,264.29031139999995,322.20014064,125.724928,330.33086749999995,661.3009764999994,26.514888,61.1288553,211.6920531,26.412716,88.77896059999998,519.7823136799955,28.319829,176.7596679999998,4200.2028692999875,26.962184,62.69727259999998,260.26065496001434,27.257541,160.6081514999997,1942.8680575400122
0.02,30.857781,107.68739219999992,179.95881141000018,32.928549,153.3887518,259.7081042400001,40.638047,196.5417115,294.95138957999956,31.081679,108.57585939999997,181.44338468000043,36.039956,182.45953799999995,276.91468575999977,139.068042,164.7408315,209.1479005499999,,,,,,,140.393683,165.337932,206.95496999999955,138.954698,164.68064520000001,209.27781847999915,66.129156,1455.9898551499998,2166.957124130002,,,,,,,66.723449,1458.871112,2181.4488396800007,66.069723,1455.7922605999995,2165.1414273399964,22.204395,88.3587141999998,358.5006970799998,22.485934,197.5615653,714.6392169199986,24.8882915,302.515195,2178.179301,22.653384,98.180199,361.9694946999998,23.481028000000002,259.9371442499999,1832.7638951000008
0.05,16.40873,70.26308440000004,162.5877696400003,16.379716,147.14111700000004,318.1372555600009,31.37791,260.8337077999996,8166.014282579988,16.8815885,70.91212055,169.26540965,19.178532,188.0062245,3749.8415111000304,141.918089,169.97897264999995,302.7675359099999,,,,,,,143.36604499999999,171.63113679999998,343.02969938999803,141.7669515,169.76130735,300.4295470599984,67.97141500000001,1373.3070865999987,6529.175160070001,,,,,,,69.13825449999999,1410.5832379999763,6609.40714578,67.86356599999999,1371.0139181499924,6518.1699928200005,13.147092,93.49159459999998,398.35532324000013,13.0785975,340.8301415,655.13160325,19.095888000000002,174.394411,521.6574146499993,13.743519,120.973376,400.07784960000004,14.6338865,298.69237969999875,553.6983177000001
0.075,16.2969115,81.54047675,141.7833935500002,16.918931999999998,155.07230389999998,232.63066786000005,145.663333,208.95246659999958,484.18316562000064,17.101017,83.80620419999991,145.75182703999945,22.8506165,176.67417114999998,327.2367197800003,140.36991799999998,159.75961650000002,213.81304616999998,,,,,,,141.647693,161.0705501,210.30991356000004,140.2565495,159.64745344999997,214.09106850999999,94.562613,1608.2999013999997,6356.180626520007,,,,,,,93.633487,1558.967072199989,6207.15440796001,94.6539305,1617.0108055999983,6383.256512430001,11.522363,108.14852579999977,250.06286485999988,11.318197,169.5388225,342.60495709999987,145.136001,230.71936669999965,420.7771939199976,12.183381,113.20453,251.3588892000002,14.43147,200.46467339999984,387.95770193999994
0.1,12.607335,78.27049220000002,140.9640728,12.678024,153.16839355,211.87589717999964,147.772901,185.7601035,278.4255282000001,13.220323,81.50257189999992,141.01639388,18.946174,165.2931042,262.85714468000003,140.5720945,164.79870894999988,250.43052069,,,,,,,141.990643,170.01815799999983,268.01272323999984,140.443708,164.3621756000001,249.14591678000008,119.528867,818.85229,3954.230415,,,,,,,120.621511,823.0767201999998,4558.70801496001,119.45418000000001,818.4340784999999,3920.7085275,11.953009,36.6955346,89.91057943999976,11.9702515,153.385176,167.2396431400001,149.896961,169.5828517,217.6298896800001,12.520794,38.102341,97.73808399999963,17.260455,162.81131639999998,194.5714047200001
0.15,12.624044999999999,25.89055805000001,59.867407769999744,13.079717,153.5595488,161.9903707,150.17760099999998,162.1321294,185.87687424,13.322350499999999,27.84449925,72.30360625,25.000574,159.1717007,172.90506056000004,143.63062200000002,177.922182,244.48316579999997,,,,,,,144.759495,179.60616439999995,241.58353112000006,143.531886,177.6816806999999,244.5794990400001,107.215576,743.5220210999995,1559.6888370999998,,,,,,,108.241797,753.4803694000001,1617.1920313999983,107.13777999999999,743.113770799999,1554.2699267900002,10.189208,18.797361049999992,53.3211145299998,10.152201,152.34240119999998,157.33435011999995,149.735648,157.81859,164.24844620000007,10.836216499999999,19.681373999999995,82.84727345000006,16.9526585,156.16001135,161.08640784
0.2,11.649581,23.8694095,57.890171240000114,12.181122,152.50617365,158.91370329,148.99859450000002,158.9988209,181.25455739000049,12.4040115,25.268265649999996,67.06237615999973,143.339544,156.54778849999997,166.70232672000003,141.478826,169.568097,263.33287874999996,,,,,,,142.653485,172.1009633,269.837534389998,141.3816815,169.22143375,263.2048524299996,111.254131,813.375991,1408.9139748000032,,,,,,,112.33231,791.1186384500011,1292.9815274000005,111.123545,815.6171096999998,1434.6621388800033,9.765019500000001,17.708169949999995,43.954167919999854,10.0646575,153.17273555,158.09875375000001,150.031742,158.4047944,164.55602076,10.4821445,18.68451695,71.5154498499996,144.325212,156.681138,161.9528138
0.25,10.3832945,19.559540399999996,44.28246598999998,11.2803385,151.21172669999999,156.21570023,147.982166,155.7723135,163.84421575,11.212,20.61642394999999,51.10058041000003,144.27243049999998,154.10481575,160.0551691,141.674523,162.54375704999998,227.0199828899999,,,,,,,142.93786899999998,164.260523,235.54639964999993,141.55881349999999,162.35528,225.4914712999997,86.227548,4188.844721799997,13461.382026420015,,,,,,,85.911911,4416.304982,13478.9783038,86.261352,4150.557867499997,13460.495778980001,9.510754,17.432184199999995,37.64423811999998,10.178674,152.96545,158.43529619999998,149.492883,157.6640595,163.72237567,10.214127999999999,18.315704,68.50633469999947,145.391326,156.0774535,161.56145242999995
0.3,9.4464305,16.402885399999995,34.924379750000476,10.662102,149.654138,153.4303056,146.8406425,152.61188095,158.01448315,10.200609,17.213567799999996,52.14382288000008,144.23543899999999,151.54772955,155.73254262,140.33943649999998,193.89300664999996,350.9463490799993,,,,,,,141.55419999999998,197.6973025499999,334.48946660000075,140.230239,193.68891604999996,351.5844469400013,124.88360750000001,2826.4084232499995,6310.962475530004,,,,,,,125.0968265,2873.0052856999964,6217.641240210003,124.87065899999999,2824.8790947499992,6317.139301119999,9.052515,16.182796699999997,36.31339671999998,10.26042,152.66448,157.20735572,149.13762300000002,156.50976575,162.04524085,9.745856,16.923734399999997,56.06629233999991,145.892733,155.07368639999999,159.84406332
