x_var,detock_cpu_usage_percent,detock_mem_usage_percent,detock_net_usage_percent,detock_disk_usage_percent,detock_aborts,janus_cpu_usage_percent,janus_mem_usage_percent,janus_net_usage_percent,janus_disk_usage_percent,janus_aborts,cockroachdb_cpu_usage_percent,cockroachdb_mem_usage_percent,cockroachdb_net_usage_percent,cockroachdb_disk_usage_percent,cockroachdb_aborts,calvin_cpu_usage_percent,calvin_mem_usage_percent,calvin_net_usage_percent,calvin_disk_usage_percent,calvin_aborts,slog_cpu_usage_percent,slog_mem_usage_percent,slog_net_usage_percent,slog_disk_usage_percent,slog_aborts
-111.0,,,,,,70.94549729567308,34.02377403846153,2.399933855837813,1.8467548076923077,0.0,2.697470703125,3.097291666666666,0.049557273218220343,2.2029166666666664,0.0,67.34637207031248,34.92557291666667,1.8030609277083338,1.8425520833333335,0.0,78.90853190104167,34.77557291666667,3.02623834588183,1.8688802083333336,0.0
-100.0,78.00745117187498,37.16656250000001,2.5409253494665296,1.4174479166666667,0.0,71.04756998697917,34.52565104166667,2.320442421009563,1.8204166666666663,0.0,4.044381510416667,3.1505729166666665,0.07235816484957627,2.1731250000000006,0.0,,,,,,81.32173665364583,35.44182291666666,2.861256481208334,1.8556250000000005,0.0
-75.0,78.08616861979168,34.425677083333326,2.6458597747431702,1.560026041666667,0.0,70.63404146634616,34.64935096153846,2.228830617472478,1.7896153846153848,0.0,4.7150988399621205,3.1442021780303024,0.08572951744985875,2.1375449810606058,0.0,69.25605794270834,34.62721354166666,1.7283252187411204,1.8539322916666667,0.0,81.34378618289261,35.67700721153846,2.6847065705696718,1.8401742788461537,0.0
-50.0,78.60708621294071,35.32427283653847,2.984997091416579,1.5520332532051282,0.0,71.34014247796475,34.757273637820504,2.2211417094824166,1.7593229166666668,0.0,5.694536132812499,3.168697916666668,0.08584810273375709,2.0944010416666665,0.0,67.54698893229167,34.027109374999995,1.4977779692786888,1.8738802083333335,0.0,79.06355631510415,35.877343749999994,2.413771996028005,1.8254947916666668,0.0
-25.0,78.03442708333336,36.03346354166666,2.70989282357377,1.4618229166666665,0.0,71.02556315104167,34.8528125,2.197982151310814,1.7297656250000002,0.0,4.6004296875,3.2095833333333332,0.09735900622598871,2.0513281249999995,0.0,69.04511881510419,34.78419270833334,1.8096793018497273,1.7099479166666667,0.0,,,,,
0.0,78.38686686197916,35.776015625,2.8666731145696716,1.4668229166666664,0.0,70.81418669871796,34.94809294871794,2.220998122343336,1.700414663461538,0.0,4.6398464133522745,3.2186576704545455,0.08612927408121468,2.0062405303030295,0.0,69.60953125,34.412578124999996,1.7225158697397538,1.729661458333333,0.0,80.31014160156252,34.51872395833333,2.878203138713798,1.733385416666666,0.0
50.0,71.86553385416667,35.632656250000004,0.3123465630669399,1.4775520833333329,0.0,71.46830403645832,35.02395833333333,2.153739848272078,1.6698958333333334,0.0,4.334003906249999,3.25234375,0.0697649365346045,1.9618750000000003,0.0,71.07638509114585,34.081484375,0.9852180252950821,1.751875,0.0,74.1883544921875,33.85473958333333,0.38134984412295075,1.7551041666666662,0.0
100.0,63.83927897135417,35.61419671474358,0.16892222983606558,1.4891746794871794,0.0,71.19709960937499,35.09119791666666,2.073108317213115,1.6364322916666665,0.0,4.1167138671875,3.2738541666666667,0.06803413722598871,1.9189062499999998,0.0,68.37875162760415,33.892343750000016,0.6637660846413934,1.7792187499999998,0.0,66.44587540064101,33.77310096153847,0.2094309702121894,1.7869230769230768,0.0
250.0,47.33782113882211,35.60472556089743,0.07152625123083027,1.50588141025641,0.0,68.34853127504006,35.147251602564104,1.6058096713293233,1.5870112179487181,0.0,5.53777432528409,3.648383049242423,0.07821785860663845,1.9715625,0.0,56.39454915364583,33.74291666666665,0.3063246716502732,1.819192708333333,0.0,48.21305889423077,33.72939903846154,0.08851547654812267,1.8246153846153847,0.0
500.0,33.738649714543264,35.599599358974366,0.03690167782258064,1.5265625,0.0,63.42677884615384,35.184783653846154,0.8752110579781106,1.5337019230769233,0.0,4.097859442349138,3.7530966235632186,0.04851547891172317,1.7643750000000002,0.0,36.46742625701122,33.656608573717946,0.14502647709346908,1.8752904647435897,0.0,32.15519606370192,33.70685496794872,0.04087917715949821,1.8683313301282054,0.0
