x_var,detock_lsh_p50,detock_lsh_p95,detock_lsh_p99,detock_fsh_p50,detock_fsh_p95,detock_fsh_p99,detock_mh_p50,detock_mh_p95,detock_mh_p99,detock_read_p50,detock_read_p95,detock_read_p99,detock_write_p50,detock_write_p95,detock_write_p99,janus_lsh_p50,janus_lsh_p95,janus_lsh_p99,janus_fsh_p50,janus_fsh_p95,janus_fsh_p99,janus_mh_p50,janus_mh_p95,janus_mh_p99,janus_read_p50,janus_read_p95,janus_read_p99,janus_write_p50,janus_write_p95,janus_write_p99,calvin_lsh_p50,calvin_lsh_p95,calvin_lsh_p99,calvin_fsh_p50,calvin_fsh_p95,calvin_fsh_p99,calvin_mh_p50,calvin_mh_p95,calvin_mh_p99,calvin_read_p50,calvin_read_p95,calvin_read_p99,calvin_write_p50,calvin_write_p95,calvin_write_p99,slog_lsh_p50,slog_lsh_p95,slog_lsh_p99,slog_fsh_p50,slog_fsh_p95,slog_fsh_p99,slog_mh_p50,slog_mh_p95,slog_mh_p99,slog_read_p50,slog_read_p95,slog_read_p99,slog_write_p50,slog_write_p95,slog_write_p99
1.0,12.535,139.566,141.941,154.291,282.219,290.998,149.787,282.874,290.831,,,,,,,261.38,269.95,940.824,,,,,,,,,,,,,11.851,17.658,274.832,,,,,,,,,,,,,12.357,139.222,142.147,215.014,287.752,483.093,154.029,287.695,679.849,,,,,,
10.0,8.46,137.453,140.283,147.514,279.404,281.581,147.726,279.502,281.546,,,,,,,260.593,268.831,271.745,,,,,,,,,,,,,11.507,14.367,274.008,,,,,,,,,,,,,9.254,137.475,140.349,152.369,283.691,286.249,152.776,283.941,286.98,,,,,,
100.0,7.384,136.902,140.118,215.305,280.358,291.649,180.958,280.854,290.669,,,,,,,260.972,268.511,270.639,,,,,,,,,,,,,10.938,19.13,276.024,,,,,,,,,,,,,8.133,136.803,139.653,221.895,281.996,284.642,153.296,282.353,285.234,,,,,,
500.0,8.99,139.046,141.794,270.335,283.329,293.99,271.617,284.084,295.162,,,,,,,264.893,271.336,307.11,,,,,,,,,,,,,29.002,186.944,417.219,,,,,,,,,,,,,9.55,139.255,142.078,270.434,286.249,291.166,271.871,287.152,292.574,,,,,,
600.0,9.179,139.601,142.296,270.404,284.129,288.22,272.222,284.936,289.355,,,,,,,265.365,271.599,277.613,,,,,,,,,,,,,35.49,281.342,293.715,,,,,,,,,,,,,9.481,139.72,142.62,271.207,287.231,293.371,272.877,288.144,294.59,,,,,,
700.0,9.428,139.956,142.592,270.555,284.932,292.997,272.901,285.77,293.627,,,,,,,265.784,271.871,276.798,,,,,,,,,,,,,40.917,287.416,666.928,,,,,,,,,,,,,9.643,139.979,142.944,270.832,287.675,294.437,273.488,288.646,296.431,,,,,,
800.0,9.758,140.579,143.301,271.893,286.354,291.852,274.588,287.201,292.74,,,,,,,266.286,272.747,287.776,,,,,,,,,,,,,50.266,284.809,294.262,,,,,,,,,,,,,10.095,140.714,143.771,272.444,289.35,297.522,275.217,290.445,299.078,,,,,,
900.0,9.963,141.065,143.84,273.133,287.4,292.216,275.356,288.381,293.828,,,,,,,266.686,273.781,313.726,,,,,,,,,,,,,54.075,312.678,685.228,,,,,,,,,,,,,10.934,141.629,144.766,274.074,291.183,297.798,277.183,292.421,299.2,,,,,,
1000.0,11.023,142.174,145.302,274.257,290.317,307.027,277.042,291.558,311.978,,,,,,,267.141,275.797,325.483,,,,,,,,,,,,,49.212,288.83,326.095,,,,,,,,,,,,,11.535,142.639,145.968,275.712,293.448,304.235,278.731,294.702,306.292,,,,,,
1100.0,12.133,143.365,147.032,276.905,293.903,306.313,279.368,295.212,308.658,,,,,,,267.517,276.415,315.353,,,,,,,,,,,,,78.641,283.271,289.098,,,,,,,,,,,,,13.106,144.13,147.601,278.595,296.671,310.242,281.494,298.081,312.188,,,,,,
1200.0,13.345,144.848,149.082,278.622,297.299,406.249,282.106,300.009,443.825,,,,,,,268.093,278.177,318.923,,,,,,,,,,,,,74.068,390.998,453.219,,,,,,,,,,,,,15.405,146.026,150.268,281.122,301.296,336.205,284.025,303.571,338.683,,,,,,
1300.0,16.946,147.146,155.344,279.932,308.324,336.078,283.594,310.935,346.528,,,,,,,268.481,282.284,333.678,,,,,,,,,,,,,79.353,473.915,617.244,,,,,,,,,,,,,18.665,148.441,158.783,284.002,314.089,371.034,286.578,320.751,378.248,,,,,,
1400.0,19.726,149.112,176.7,282.418,326.733,411.085,286.251,340.815,421.501,,,,,,,269.248,295.244,377.995,,,,,,,,,,,,,92.036,291.887,345.78,,,,,,,,,,,,,19.25,156.432,265.301,285.413,378.569,557.819,288.699,413.728,561.009,,,,,,
1500.0,18.892,149.0,215.742,285.185,361.512,489.914,288.202,380.496,492.055,,,,,,,269.55,310.566,413.252,,,,,,,,,,,,,99.656,298.064,412.004,,,,,,,,,,,,,20.014,165.693,303.954,286.539,411.312,612.272,290.589,444.618,633.979,,,,,,
1600.0,21.796,176.342,431.051,284.388,409.33,712.248,289.568,460.865,721.142,,,,,,,270.334,308.432,380.961,,,,,,,,,,,,,107.318,303.385,346.803,,,,,,,,,,,,,22.04,187.37,312.905,289.393,457.075,682.344,292.905,474.128,701.536,,,,,,
1700.0,20.703,264.307,571.113,284.941,555.878,858.667,290.189,632.972,868.833,,,,,,,270.367,300.536,358.303,,,,,,,,,,,,,107.517,285.999,294.608,,,,,,,,,,,,,23.761,196.689,452.955,288.651,453.029,769.481,293.692,497.206,778.485,,,,,,
1800.0,26.011,224.88,379.592,287.337,489.955,706.086,296.552,508.226,715.428,,,,,,,270.71,309.808,491.64,,,,,,,,,,,,,116.107,598.533,1115.418,,,,,,,,,,,,,22.103,295.277,544.065,289.618,599.672,906.837,294.801,655.862,910.943,,,,,,
1900.0,33.007,333.511,499.985,288.406,590.338,913.933,300.288,655.746,929.545,,,,,,,271.055,316.409,536.869,,,,,,,,,,,,,124.387,404.177,451.608,,,,,,,,,,,,,28.497,224.095,388.17,292.658,523.533,931.053,300.182,557.803,918.052,,,,,,
2000.0,30.491,449.833,991.515,289.746,867.128,1325.545,297.563,1006.395,1323.442,,,,,,,271.563,318.594,481.411,,,,,,,,,,,,,131.716,412.13,964.434,,,,,,,,,,,,,34.144,312.688,698.383,299.035,621.624,998.913,304.335,744.215,1028.832,,,,,,
2500.0,61.426,471.4,1331.341,300.495,849.832,1987.498,329.373,1151.248,2013.193,,,,,,,274.57,475.866,850.685,,,,,,,,,,,,,164.239,1003.375,1811.331,,,,,,,,,,,,,76.009,593.995,912.419,298.726,901.069,1351.547,350.168,988.88,1358.676,,,,,,
3000.0,93.543,513.949,2356.745,288.931,1297.767,2748.607,365.05,1993.038,2740.163,,,,,,,276.939,514.018,743.251,,,,,,,,,,,,,198.178,1492.261,2012.394,,,,,,,,,,,,,98.285,615.32,1130.565,360.233,905.127,1462.477,368.162,1059.448,1531.758,,,,,,
4000.0,73.188,1020.986,1424.16,295.271,1367.123,2283.648,421.642,1541.399,2270.871,,,,,,,285.968,740.295,1105.162,,,,,,,,,,,,,264.869,948.411,1655.233,,,,,,,,,,,,,182.413,601.018,898.361,446.314,933.398,1249.567,483.14,1007.175,1260.416,,,,,,
5000.0,218.441,918.314,1673.251,496.571,1718.348,2678.984,505.055,1985.312,2741.646,,,,,,,298.023,1127.719,1675.751,,,,,,,,,,,,,320.59,1223.422,2318.558,,,,,,,,,,,,,130.048,1047.012,1976.444,387.491,1689.811,2693.94,530.277,1803.586,2711.744,,,,,,
7500.0,215.99,952.385,1874.312,691.364,2609.572,4926.755,766.936,2617.414,4914.712,,,,,,,346.284,2277.955,4176.788,,,,,,,,,,,,,497.085,1345.535,2984.551,,,,,,,,,,,,,266.759,1315.301,1922.069,609.901,2035.502,3156.634,762.702,2073.206,3155.441,,,,,,
10000.0,426.055,1769.034,2389.235,772.031,2371.227,3045.082,1153.71,2371.116,3017.222,,,,,,,715.783,1892.127,3033.44,,,,,,,,,,,,,632.147,3684.842,8451.834,,,,,,,,,,,,,407.685,1734.135,2911.764,811.607,2381.064,3804.043,828.857,2682.814,3803.654,,,,,,
25000.0,868.636,3503.818,4610.822,2642.701,7135.595,9352.48,2764.746,7486.605,9401.202,,,,,,,1000.704,6657.475,11253.066,,,,,,,,,,,,,1590.499,7707.943,12794.636,,,,,,,,,,,,,738.892,5346.842,6938.477,1573.446,6375.759,10530.557,2483.938,6682.287,10465.152,,,,,,
50000.0,2630.114,6402.037,8337.761,4156.669,7737.319,10079.428,4909.864,7900.738,10015.666,,,,,,,3293.906,10923.694,17662.608,,,,,,,,,,,,,3219.372,12656.172,21230.909,,,,,,,,,,,,,2445.799,8969.547,11442.784,3629.125,10123.978,13133.586,4868.838,10080.536,12955.293,,,,,,
100000.0,3342.735,12574.813,16929.282,11223.537,25359.163,32790.267,11714.47,25636.053,33134.54,,,,,,,7549.854,17100.872,17493.452,,,,,,,,,,,,,6774.73,17034.826,21090.353,,,,,,,,,,,,,4464.463,11362.404,15430.828,7616.889,14557.248,17564.963,8203.623,14954.791,17167.539,,,,,,
