x_var,detock_throughput,detock_p50,detock_p95,detock_p99,detock_lsh_p50,detock_lsh_p95,detock_lsh_p99,detock_fsh_p50,detock_fsh_p95,detock_fsh_p99,detock_mh_p50,detock_mh_p95,detock_mh_p99,detock_aborts,detock_bytes,detock_cost,janus_throughput,janus_p50,janus_p95,janus_p99,janus_lsh_p50,janus_lsh_p95,janus_lsh_p99,janus_fsh_p50,janus_fsh_p95,janus_fsh_p99,janus_mh_p50,janus_mh_p95,janus_mh_p99,janus_aborts,janus_bytes,janus_cost,calvin_throughput,calvin_p50,calvin_p95,calvin_p99,calvin_lsh_p50,calvin_lsh_p95,calvin_lsh_p99,calvin_fsh_p50,calvin_fsh_p95,calvin_fsh_p99,calvin_mh_p50,calvin_mh_p95,calvin_mh_p99,calvin_aborts,calvin_bytes,calvin_cost,slog_throughput,slog_p50,slog_p95,slog_p99,slog_lsh_p50,slog_lsh_p95,slog_lsh_p99,slog_fsh_p50,slog_fsh_p95,slog_fsh_p99,slog_mh_p50,slog_mh_p95,slog_mh_p99,slog_aborts,slog_bytes,slog_cost
0.0,24589.403,90.511,382.602,1759.769,48.408,250.832,596.729,97.286,638.089,3903.206,100.928,652.822,3641.754,0.0,113929961.55,0.134,25729.779,353.496,725.115,751.919,353.496,725.115,751.919,,,,,,,0.0,97436381.767,0.115,22812.92,160.835,269.753,4392.423,160.835,269.753,4392.423,,,,,,,0.0,68657222.95,0.105,21083.308,91.768,535.362,1445.222,47.771,101.543,573.308,99.472,1111.071,2329.966,101.036,1109.369,2315.471,0.0,95547969.933,0.139
0.1,27097.417,62.238,439.49,795.454,47.667,359.37,717.121,97.577,579.579,972.441,115.996,647.272,973.376,0.0,122700593.517,0.128,24725.551,361.846,764.088,810.027,361.846,764.088,810.027,,,,,,,0.0,95134449.967,0.118,23463.27,159.728,666.162,3060.623,159.728,666.162,3060.623,,,,,,,0.0,67412120.567,0.101,22447.818,69.332,153.185,2354.814,46.281,102.394,394.818,88.708,1056.177,4227.373,90.699,1010.631,4281.852,0.0,99627561.45,0.134
0.2,28247.092,64.291,374.897,887.948,48.836,253.713,469.664,98.447,568.827,2737.234,108.063,571.37,2748.771,0.0,123898102.717,0.124,24112.922,356.155,780.61,1223.252,356.155,780.61,1223.252,,,,,,,0.0,93190207.25,0.119,22305.266,166.562,255.146,5507.278,166.562,255.146,5507.278,,,,,,,0.0,63631489.767,0.103,27976.892,62.822,375.473,767.398,42.85,212.62,402.872,94.136,630.8,981.719,109.642,653.052,999.43,0.0,114243802.983,0.118
0.5,23769.099,75.63,499.881,1209.78,49.888,286.742,689.508,106.512,989.776,1731.258,126.628,1014.461,1747.373,0.0,108988812.65,0.134,24378.916,334.11,818.632,961.364,334.11,818.632,961.364,,,,,,,0.0,93749751.9,0.119,23101.209,138.181,366.441,4456.564,138.181,366.441,4456.564,,,,,,,0.0,65696678.967,0.101,28781.115,69.837,313.237,539.667,47.325,229.306,342.045,106.236,448.276,688.088,126.352,491.197,717.694,0.0,117982875.033,0.117
1.0,24030.381,93.455,388.11,574.608,64.437,315.479,483.438,157.695,432.281,607.623,226.523,509.889,726.61,0.0,102725119.65,0.128,21983.873,353.637,901.144,1154.0,353.637,901.144,1154.0,,,,,,,0.0,84095573.833,0.123,22205.119,160.68,766.17,1835.968,160.68,766.17,1835.968,,,,,,,0.0,67938756.833,0.107,22491.082,77.838,353.16,559.386,55.102,293.151,458.481,119.539,407.834,614.942,188.965,489.769,703.801,0.0,94606520.633,0.129
1.5,16452.147,142.449,546.668,840.167,83.143,443.279,728.189,239.252,609.606,884.715,312.47,740.981,1059.046,0.0,74679555.583,0.152,21410.731,368.19,937.767,1249.062,368.19,937.767,1249.062,,,,,,,0.0,77442199.183,0.12,20939.656,210.052,603.99,903.118,210.052,603.99,903.118,,,,,,,0.0,65281292.45,0.111,14813.967,128.427,536.143,845.051,77.474,456.951,760.678,208.791,582.817,859.402,289.853,733.516,1022.269,0.0,63489714.167,0.154
2.0,12269.448,216.026,723.225,1079.46,153.355,607.986,910.707,300.197,806.295,1124.735,425.817,971.535,1376.479,0.0,55386188.75,0.173,17440.145,422.052,1125.48,1540.242,422.052,1125.48,1540.242,,,,,,,0.0,65505858.933,0.133,18864.895,234.094,693.239,956.096,234.094,693.239,956.096,,,,,,,0.0,58584579.283,0.116,11551.244,201.841,679.978,1007.699,123.948,553.985,881.714,273.73,748.243,1044.29,385.717,920.043,1283.739,0.0,85836949.95,0.236
2.5,9253.256,262.814,932.537,1384.359,204.408,755.283,1105.047,387.436,1064.333,1624.232,550.497,1261.998,1792.707,0.0,42896465.267,0.202,14712.8,482.355,1364.923,1975.465,482.355,1364.923,1975.465,,,,,,,0.0,54819710.917,0.144,15171.357,280.528,882.456,1319.524,280.528,882.456,1319.524,,,,,,,0.0,46863993.617,0.129,9583.421,234.079,794.483,1157.126,185.392,688.605,1014.412,306.684,881.377,1318.813,469.055,1041.777,1499.384,0.0,102355127.65,0.32
3.0,7520.858,318.585,1134.658,1654.699,232.399,909.384,1362.161,494.407,1280.743,1836.104,693.723,1519.713,2057.125,0.0,35071138.117,0.228,13118.76,551.992,1527.477,2206.657,551.992,1527.477,2206.657,,,,,,,0.0,48108041.3,0.151,12886.691,322.988,1074.115,1845.446,322.988,1074.115,1845.446,,,,,,,0.0,39538085.95,0.14,6856.581,297.299,1088.287,1666.926,225.572,901.186,1490.199,443.714,1154.517,1687.448,640.933,1404.57,2083.749,0.0,30325560.483,0.236
4.0,5388.205,452.467,1647.936,2287.409,315.174,1278.445,1823.694,701.99,1942.27,2467.262,977.463,2240.532,2691.402,0.0,24878119.75,0.281,10210.615,726.474,1901.853,2575.219,726.474,1901.853,2575.219,,,,,,,0.0,36845369.65,0.172,9547.466,423.703,1441.538,2462.499,423.703,1441.538,2462.499,,,,,,,0.0,63271786.367,0.239,4599.356,438.069,1683.025,3209.152,305.833,1394.631,3072.29,623.014,1884.402,3374.478,919.868,2366.057,3809.256,0.0,22867392.783,0.32
5.0,3707.705,646.493,2274.592,3651.854,446.183,1820.142,2763.506,979.938,2674.401,4056.976,1378.055,3223.168,4718.061,0.0,17359894.667,0.367,7178.791,973.541,2975.048,4089.734,973.541,2975.048,4089.734,,,,,,,0.0,25626168.8,0.213,7484.635,546.375,1925.497,2750.691,546.375,1925.497,2750.691,,,,,,,0.0,44498994.383,0.255,3363.565,618.657,2377.501,5787.132,445.209,1935.102,5287.058,848.191,2632.927,6079.256,1261.676,3338.078,6507.219,0.0,14423765.933,0.388
7.5,1795.937,1190.96,5135.767,25410.645,856.256,4410.501,24533.717,1850.659,5212.701,25439.585,2596.55,6271.684,26408.233,0.0,7544853.367,0.649,3705.49,1851.949,5619.189,7676.821,1851.949,5619.189,7676.821,,,,,,,0.0,13158907.717,0.345,3451.887,961.074,4822.449,11150.823,961.074,4822.449,11150.823,,,,,,,0.0,12477511.733,0.366,1780.329,1084.162,4655.328,8576.975,754.694,3501.645,5989.5,1620.646,5662.937,10998.462,2348.918,7984.621,12171.371,0.0,16627638.867,0.757
10.0,972.145,2050.681,11738.345,15438.33,1317.341,9202.034,12902.459,4484.828,12925.894,16795.462,6514.821,14999.882,18893.879,0.0,4589541.333,1.139,1794.776,3336.945,14384.502,27126.817,3336.945,14384.502,27126.817,,,,,,,0.0,6122110.8,0.634,2375.368,1295.609,9782.481,18245.098,1295.609,9782.481,18245.098,,,,,,,0.0,6764305.867,0.484,993.226,1874.395,8431.605,18087.282,1294.186,6331.56,9990.508,3064.052,11365.407,20329.53,4498.726,14611.668,20814.389,0.0,8432691.383,1.192
