x_var,detock_lsh_p50,detock_lsh_p95,detock_lsh_p99,detock_fsh_p50,detock_fsh_p95,detock_fsh_p99,detock_mh_p50,detock_mh_p95,detock_mh_p99,detock_read_p50,detock_read_p95,detock_read_p99,detock_write_p50,detock_write_p95,detock_write_p99,janus_lsh_p50,janus_lsh_p95,janus_lsh_p99,janus_fsh_p50,janus_fsh_p95,janus_fsh_p99,janus_mh_p50,janus_mh_p95,janus_mh_p99,janus_read_p50,janus_read_p95,janus_read_p99,janus_write_p50,janus_write_p95,janus_write_p99,calvin_lsh_p50,calvin_lsh_p95,calvin_lsh_p99,calvin_fsh_p50,calvin_fsh_p95,calvin_fsh_p99,calvin_mh_p50,calvin_mh_p95,calvin_mh_p99,calvin_read_p50,calvin_read_p95,calvin_read_p99,calvin_write_p50,calvin_write_p95,calvin_write_p99,slog_lsh_p50,slog_lsh_p95,slog_lsh_p99,slog_fsh_p50,slog_fsh_p95,slog_fsh_p99,slog_mh_p50,slog_mh_p95,slog_mh_p99,slog_read_p50,slog_read_p95,slog_read_p99,slog_write_p50,slog_write_p95,slog_write_p99
0.0,48.408,250.832,596.729,97.286,638.089,3903.206,100.928,652.822,3641.754,,,,,,,353.496,725.115,751.919,,,,,,,,,,,,,160.835,269.753,4392.423,,,,,,,,,,,,,47.771,101.543,573.308,99.472,1111.071,2329.966,101.036,1109.369,2315.471,,,,,,
0.1,47.667,359.37,717.121,97.577,579.579,972.441,115.996,647.272,973.376,,,,,,,361.846,764.088,810.027,,,,,,,,,,,,,159.728,666.162,3060.623,,,,,,,,,,,,,46.281,102.394,394.818,88.708,1056.177,4227.373,90.699,1010.631,4281.852,,,,,,
0.2,48.836,253.713,469.664,98.447,568.827,2737.234,108.063,571.37,2748.771,,,,,,,356.155,780.61,1223.252,,,,,,,,,,,,,166.562,255.146,5507.278,,,,,,,,,,,,,42.85,212.62,402.872,94.136,630.8,981.719,109.642,653.052,999.43,,,,,,
0.5,49.888,286.742,689.508,106.512,989.776,1731.258,126.628,1014.461,1747.373,,,,,,,334.11,818.632,961.364,,,,,,,,,,,,,138.181,366.441,4456.564,,,,,,,,,,,,,47.325,229.306,342.045,106.236,448.276,688.088,126.352,491.197,717.694,,,,,,
1.0,64.437,315.479,483.438,157.695,432.281,607.623,226.523,509.889,726.61,,,,,,,353.637,901.144,1154.0,,,,,,,,,,,,,160.68,766.17,1835.968,,,,,,,,,,,,,55.102,293.151,458.481,119.539,407.834,614.942,188.965,489.769,703.801,,,,,,
1.5,83.143,443.279,728.189,239.252,609.606,884.715,312.47,740.981,1059.046,,,,,,,368.19,937.767,1249.062,,,,,,,,,,,,,210.052,603.99,903.118,,,,,,,,,,,,,77.474,456.951,760.678,208.791,582.817,859.402,289.853,733.516,1022.269,,,,,,
2.0,153.355,607.986,910.707,300.197,806.295,1124.735,425.817,971.535,1376.479,,,,,,,422.052,1125.48,1540.242,,,,,,,,,,,,,234.094,693.239,956.096,,,,,,,,,,,,,123.948,553.985,881.714,273.73,748.243,1044.29,385.717,920.043,1283.739,,,,,,
2.5,204.408,755.283,1105.047,387.436,1064.333,1624.232,550.497,1261.998,1792.707,,,,,,,482.355,1364.923,1975.465,,,,,,,,,,,,,280.528,882.456,1319.524,,,,,,,,,,,,,185.392,688.605,1014.412,306.684,881.377,1318.813,469.055,1041.777,1499.384,,,,,,
3.0,232.399,909.384,1362.161,494.407,1280.743,1836.104,693.723,1519.713,2057.125,,,,,,,551.992,1527.477,2206.657,,,,,,,,,,,,,322.988,1074.115,1845.446,,,,,,,,,,,,,225.572,901.186,1490.199,443.714,1154.517,1687.448,640.933,1404.57,2083.749,,,,,,
4.0,315.174,1278.445,1823.694,701.99,1942.27,2467.262,977.463,2240.532,2691.402,,,,,,,726.474,1901.853,2575.219,,,,,,,,,,,,,423.703,1441.538,2462.499,,,,,,,,,,,,,305.833,1394.631,3072.29,623.014,1884.402,3374.478,919.868,2366.057,3809.256,,,,,,
5.0,446.183,1820.142,2763.506,979.938,2674.401,4056.976,1378.055,3223.168,4718.061,,,,,,,973.541,2975.048,4089.734,,,,,,,,,,,,,546.375,1925.497,2750.691,,,,,,,,,,,,,445.209,1935.102,5287.058,848.191,2632.927,6079.256,1261.676,3338.078,6507.219,,,,,,
7.5,856.256,4410.501,24533.717,1850.659,5212.701,25439.585,2596.55,6271.684,26408.233,,,,,,,1851.949,5619.189,7676.821,,,,,,,,,,,,,961.074,4822.449,11150.823,,,,,,,,,,,,,754.694,3501.645,5989.5,1620.646,5662.937,10998.462,2348.918,7984.621,12171.371,,,,,,
10.0,1317.341,9202.034,12902.459,4484.828,12925.894,16795.462,6514.821,14999.882,18893.879,,,,,,,3336.945,14384.502,27126.817,,,,,,,,,,,,,1295.609,9782.481,18245.098,,,,,,,,,,,,,1294.186,6331.56,9990.508,3064.052,11365.407,20329.53,4498.726,14611.668,20814.389,,,,,,
