x_var,calvin_lsh_p50,calvin_lsh_p95,calvin_lsh_p99,calvin_fsh_p50,calvin_fsh_p95,calvin_fsh_p99,calvin_mh_p50,calvin_mh_p95,calvin_mh_p99,calvin_read_p50,calvin_read_p95,calvin_read_p99,calvin_write_p50,calvin_write_p95,calvin_write_p99,detock_lsh_p50,detock_lsh_p95,detock_lsh_p99,detock_fsh_p50,detock_fsh_p95,detock_fsh_p99,detock_mh_p50,detock_mh_p95,detock_mh_p99,detock_read_p50,detock_read_p95,detock_read_p99,detock_write_p50,detock_write_p95,detock_write_p99,janus_lsh_p50,janus_lsh_p95,janus_lsh_p99,janus_fsh_p50,janus_fsh_p95,janus_fsh_p99,janus_mh_p50,janus_mh_p95,janus_mh_p99,janus_read_p50,janus_read_p95,janus_read_p99,janus_write_p50,janus_write_p95,janus_write_p99,slog_lsh_p50,slog_lsh_p95,slog_lsh_p99,slog_fsh_p50,slog_fsh_p95,slog_fsh_p99,slog_mh_p50,slog_mh_p95,slog_mh_p99,slog_read_p50,slog_read_p95,slog_read_p99,slog_write_p50,slog_write_p95,slog_write_p99
1.0,134.92226799999997,140.29794164999998,142.5283626,,,,,,,,,,,,,155.11822,196.158448,481.182817,186.301345,337.765448,2197.424994899997,185.965915,347.394861,2180.7260572000005,,,,,,,173.343761,277.1127124,378.12136129999834,,,,,,,,,,,,,161.814718,193.5651478,241.84296888,185.036791,216.849478,432.82279040000043,183.447363,206.97425049999998,434.03030107999706,,,,,,
62.0,6.9106765,140.16546605,148.33025589999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.0,6.98635,142.0277252,152.2306142399999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188.0,7.676791,141.4574676,146.66743067999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250.0,8.233558,142.68357065,146.87736107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312.0,9.612399499999999,144.1954321,151.41828607000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375.0,11.3116915,145.4360509,156.71141001999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438.0,12.0846235,146.46591739999997,152.52324445999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500.0,13.19088,20.745693899999996,32.72355432999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625.0,,,,,,,,,,,,,,,,144.176632,250.79614579999964,341.06142248000003,178.592652,282.2381086000002,370.0560408,189.28350749999998,312.9360279499999,384.19402029999986,,,,,,,147.199655,302.6248566000001,599.90323089,,,,,,,,,,,,,145.105349,219.347422,317.1338045,187.0389495,242.74925230000002,361.16065613,182.45518650000002,234.07371579999997,354.44518651000004,,,,,,
1250.0,,,,,,,,,,,,,,,,144.273678,335.049936,1664.4747044399976,154.388211,572.1843136999992,1848.7917054000009,155.206023,540.6555961999984,1801.463723619999,,,,,,,139.276403,513.26520335,569.07749459,,,,,,,,,,,,,142.883802,269.1291155999999,487.6173025599996,161.35105850000002,377.0677091500002,620.6401140000003,159.9151115,320.9712251999999,616.74525956,,,,,,
1875.0,,,,,,,,,,,,,,,,139.038442,499.41504590000005,888.7608592300023,151.5787025,551.5797234999992,1052.5063318299997,149.659682,532.7166529,988.58424953,,,,,,,146.164521,389.7388434,525.60490512,,,,,,,,,,,,,141.13385499999998,287.21113394999713,852.2294738799997,151.3669865,593.8965408500004,1012.4364326900009,151.099008,484.38397999999984,909.7273188400025,,,,,,
2500.0,,,,,,,,,,,,,,,,142.07012,400.0876992,529.46566236,148.355046,504.632698,554.6035529999999,148.0333265,478.13742044999964,546.3475969499998,,,,,,,169.313436,272.71813679999997,355.726024819999,,,,,,,,,,,,,141.174381,384.5796324000002,614.5101462000011,150.20368050000002,493.68023675,682.8583525,149.563584,447.49808399999995,660.0866709599999,,,,,,
3125.0,,,,,,,,,,,,,,,,140.608321,394.7190194999999,553.5405362899976,150.916629,513.38326565,784.8282730999974,149.3429635,489.95638019999984,597.95123209,,,,,,,184.7890215,337.71204565,356.49089604000017,,,,,,,,,,,,,140.826238,334.46160535000007,413.03202590000024,151.171963,392.6471819499999,474.37628503999963,150.1753315,377.8210120999999,429.1146021000008,,,,,,
3750.0,,,,,,,,,,,,,,,,137.627222,263.20597899999996,322.60534418000003,193.292462,298.703645,534.1262043999997,158.3392945,285.25907374999997,353.1628837499998,,,,,,,155.867295,349.3488153,412.74765392000006,,,,,,,,,,,,,138.74783000000002,256.613606,328.4311777499994,162.38898,311.41454830000004,532.6059341800002,155.399155,296.0023956,405.03084241999983,,,,,,
4375.0,,,,,,,,,,,,,,,,139.59240499999999,265.7020036,309.57094572999995,183.23672349999998,304.01803424999997,319.39712255999996,165.485893,291.8889306,318.2396086,,,,,,,185.041031,225.59505319999985,1113.2303272800007,,,,,,,,,,,,,114.073526,224.04939500000003,422.72093320000005,177.651761,259.4848555,628.5156052,172.1847255,254.50058439999995,586.1074363899991,,,,,,
5000.0,,,,,,,,,,,,,,,,111.51056750000001,248.08483709999993,266.9843530099999,187.25438300000002,262.8350056,277.44572603999995,175.310454,260.9113893,277.82498491999996,,,,,,,183.9134555,211.83028679999998,285.03015704,,,,,,,,,,,,,104.44725600000001,226.15262965,260.86888211,185.700221,255.85833,285.4429578,180.715341,254.1018287,280.60614956999996,,,,,,
