x_var,janus_throughput,janus_p50,janus_p90,janus_p95,janus_p99,janus_lsh_p50,janus_lsh_p90,janus_lsh_p95,janus_lsh_p99,janus_fsh_p50,janus_fsh_p90,janus_fsh_p95,janus_fsh_p99,janus_mh_p50,janus_mh_p90,janus_mh_p95,janus_mh_p99,janus_aborts,janus_bytes,janus_cost,janus_input_throughput,slog_throughput,slog_p50,slog_p90,slog_p95,slog_p99,slog_lsh_p50,slog_lsh_p90,slog_lsh_p95,slog_lsh_p99,slog_fsh_p50,slog_fsh_p90,slog_fsh_p95,slog_fsh_p99,slog_mh_p50,slog_mh_p90,slog_mh_p95,slog_mh_p99,slog_aborts,slog_bytes,slog_cost,slog_input_throughput,detock_throughput,detock_p50,detock_p90,detock_p95,detock_p99,detock_lsh_p50,detock_lsh_p90,detock_lsh_p95,detock_lsh_p99,detock_fsh_p50,detock_fsh_p90,detock_fsh_p95,detock_fsh_p99,detock_mh_p50,detock_mh_p90,detock_mh_p95,detock_mh_p99,detock_aborts,detock_bytes,detock_cost,detock_input_throughput,calvin_throughput,calvin_p50,calvin_p90,calvin_p95,calvin_p99,calvin_lsh_p50,calvin_lsh_p90,calvin_lsh_p95,calvin_lsh_p99,calvin_fsh_p50,calvin_fsh_p90,calvin_fsh_p95,calvin_fsh_p99,calvin_mh_p50,calvin_mh_p90,calvin_mh_p95,calvin_mh_p99,calvin_aborts,calvin_bytes,calvin_cost,calvin_input_throughput
1.0,15.0,132.59230150000002,136.07288599999998,137.0999445,145.43771915,132.59230150000002,136.07288599999998,137.0999445,145.43771915,,,,,,,,,0.0,249263.1,67.99901746666666,15.0,23.0,136.520847,144.560781,146.58686749999998,150.52900520000009,13.172315,140.5303812,141.4684141,143.6798077799999,144.820324,147.4976948,148.227021,485.39114777999976,144.100764,147.8256278,148.1832624,352.672959080004,0.0,188063.25,44.29396804347826,22.0,23.0,136.5717065,141.3160049,141.92277660000002,146.62290708999998,14.208839000000001,140.5576662,141.50509490000002,145.18391330999995,140.0488585,141.8027039,142.3003796,146.71704013999997,140.751784,142.29636390000002,142.58852055,144.82639966000005,0.0,214588.8,44.31703373913043,23.0,172.0,5.965389500000001,6.3080013,9.566319849999987,138.79734346,5.965389500000001,6.3080013,9.566319849999987,138.79734346,,,,,,,,,0.0,1061568.7833333334,6.024601021317828,177.0
10.0,152.0,132.192773,135.17106809999999,135.86927285,136.75620777,132.192773,135.17106809999999,135.86927285,136.75620777,,,,,,,,,0.0,933643.7833333333,6.800479445175437,150.0,234.0,135.097933,143.24741179999998,144.8884064,146.87095412000002,9.416469,139.2019228,140.24369760000002,141.84465696,142.922064,145.9695504,146.73907,151.04816040000003,143.082798,146.10637219999998,146.71327939999998,149.18778901,0.0,1745766.75,4.486817670940171,220.0,237.0,134.964559,140.254151,141.0767799,142.0204476,6.776192,139.18951859999999,140.193196,141.68487906,139.0494755,141.2260508,141.6138415,142.37678477,139.25413700000001,141.4811637,141.8566917,142.70314964,0.0,1767030.5333333334,4.431816922644163,230.0,1793.0,5.87882,135.5246658,137.85134599999998,140.28584124,5.87882,135.5246658,137.85134599999998,140.28584124,,,,,,,,,0.0,8717898.116666667,0.6633340559583565,1770.0
100.0,1510.0,132.4141805,135.068334,135.61121699999998,136.45880857,132.4141805,135.068334,135.61121699999998,136.45880857,,,,,,,,,0.0,7496304.733333333,0.7714742348785871,1500.0,2354.0,134.35653100000002,141.7182358,143.5684398,145.95959774000002,13.2530265,138.60586849999999,139.74331700000002,141.37648474,141.23276700000002,144.8952539,145.70801205,147.13839672,141.4512465,145.0199957,145.83642925,147.0588132,0.0,15067843.533333333,0.5592000300198244,2200.0,2360.0,134.30263,139.908692,140.88395855000002,156.0554506200001,11.103558,138.757675,139.898731,141.8428262,138.4988265,141.3352645,143.89742225,183.95813425,138.787131,141.4545124,144.69942659999998,185.95204335999998,0.0,15091630.883333333,0.5579799227401132,2300.0,16475.0,6.778129,138.006043,140.00218,142.858179,6.778129,138.006043,140.00218,142.858179,,,,,,,,,0.0,74567357.61666666,0.1521303279109762,17700.0
250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28607.0,9.716667000000001,138.3304535,142.00043399999998,149.45453039,9.716667000000001,138.3304535,142.00043399999998,149.45453039,,,,,,,,,0.0,129400297.93333334,0.12594840279185746,44250.0
500.0,7418.0,133.9875155,135.9906295,136.5544054,160.64599857000078,133.9875155,135.9906295,136.5544054,160.64599857000078,,,,,,,,,0.0,34543333.5,0.22996315314100838,7500.0,11596.0,136.15739200000002,142.7936612,144.766855,147.51419881,14.911209,140.171504,141.1584486,142.9990028,142.235387,146.05471599999998,146.7940246,149.23519914,142.33639449999998,146.13387659999998,147.1492541,151.69637839,0.0,69106014.7,0.2067195838220076,11000.0,11648.0,136.186333,141.06366400000002,141.924769,143.7418202,12.5569355,139.9748297,140.92940815,142.45528872,140.070155,142.4061532,143.05209240000002,147.98313572,140.067347,142.6140136,143.3396223,148.41663635999998,0.0,70933044.13333334,0.20893379830586084,11500.0,32618.0,14.917756,19.705675700000004,29.131958999999995,5825.78420317999,14.917756,19.705675700000004,29.131958999999995,5825.78420317999,,,,,,,,,0.0,146087102.28333333,0.1206923185255585,88500.0
1000.0,14577.0,135.23334,138.586723,140.996875,173.47636639999988,135.23334,138.586723,140.996875,173.47636639999988,,,,,,,,,0.0,66520972.233333334,0.16089863789988798,15000.0,22900.0,137.708596,143.946304,145.725501,149.649101,23.833766,141.5304373,142.53541040000002,145.69656827999998,143.311921,146.9637805,148.1647165,155.86451750999993,143.263594,147.062355,148.2381794,157.80216479999999,0.0,135777675.76666668,0.16290626704512376,22000.0,22934.0,137.8342625,142.7666661,143.7151925,146.31210612,17.340898,141.54150389999998,142.53495995,144.87424526,141.9044,144.2639428,145.1046134,151.3541110399999,141.765966,144.35810600000002,145.1549526,150.41648832,0.0,138807168.83333334,0.1653066790209587,23000.0,36458.0,28.497292,44.202163,839.3812243999996,10789.636816400001,28.497292,44.202163,839.3812243999996,10789.636816400001,,,,,,,,,0.0,162892686.66666666,0.11719934536544334,177000.0
2500.0,20574.0,246.89230149999997,294.3927029,302.81147165,638.4719807299987,246.89230149999997,294.3927029,302.81147165,638.4719807299987,,,,,,,,,0.0,92298937.88333334,0.1390579740287094,38616.0,42144.0,145.41665999999998,211.5790059,255.30022295,422.68172918,139.046852,204.54409890000008,242.37967195,412.04692826,162.836313,239.38031740000005,335.4370953,442.2195834,152.407804,221.68437240000003,294.9523905999999,439.155439799999,0.0,245180788.43333334,0.14043792161794486,57360.0,41506.0,145.145194,186.6087234,263.7011219999998,446.5692371999996,139.921816,173.90149200000002,245.64052889999974,415.4855825200005,152.75694,264.7345536,338.8027940999999,511.8801377999998,150.952446,232.35060740000011,300.8896494,464.93116643999986,0.0,246512704.01666668,0.14323842529594114,59128.0,36482.0,90.698336,155.492523,332.79455955,8233.609979560002,90.698336,155.492523,332.79455955,8233.609979560002,,,,,,,,,0.0,163244695.2,0.11731522131462091,444247.0
5000.0,21547.0,492.16613,600.3324826,610.2376225999999,725.7397906000015,492.16613,600.3324826,610.2376225999999,725.7397906000015,,,,,,,,,0.0,97022154.5,0.13716262542349283,75000.0,41934.0,158.912357,417.652001,878.993957,2439.51136,147.266025,375.5433406000002,834.642166999998,2392.7275342800035,201.2798955,579.7091144000001,1094.9592982500005,2540.8184595000002,189.97508299999998,503.24232980000016,1024.3576382999972,2487.5750282999998,0.0,243812303.83333334,0.14048853142239393,110000.0,39961.0,94.637454,477.23040360000005,1012.9276829999994,2564.4692738799963,74.24742649999999,469.24173199999996,988.42979975,2517.454344499994,171.168388,527.8706616000001,1127.2440926999996,2714.1460832699972,157.822673,519.576599,1125.502667,2604.6169802,0.0,237414199.56666666,0.14422271693234234,115000.0,33488.0,181.752239,959.4152028000015,4460.863185199983,14117.76996504,181.752239,959.4152028000015,4460.863185199983,14117.76996504,,,,,,,,,0.0,150009982.46666667,0.11989965508042681,885000.0
10000.0,21638.0,1055.106528,1142.1919143999999,1163.1639802,1329.57075076,1055.106528,1142.1919143999999,1163.1639802,1329.57075076,,,,,,,,,0.0,97160814.71666667,0.13671394280124471,150000.0,42351.0,423.494694,1175.2090620000004,1727.1305015,2213.48279528,330.52867549999996,1118.2828581000022,1696.7662324,2201.799599779999,527.639586,1419.1431794,1866.8480359999999,2319.7878721599986,485.0049845,1378.1427305000002,1809.0894015,2244.317989,0.0,246590760.1,0.14041735028688812,220000.0,40859.0,271.452421,621.4735426000002,2436.831914599994,4697.43982396,268.99093500000004,574.3028860000001,2194.4960874499993,4665.2337874800005,281.48505,915.4981240000037,2809.4928951999987,4949.271578600002,278.87683400000003,820.38478,2744.60695075,4777.87916075,0.0,242772470.53333333,0.14367579751503137,230000.0,36230.0,329.945288,1171.828699,3889.258218,17625.37654640001,329.945288,1171.828699,3889.258218,17625.37654640001,,,,,,,,,0.0,161931601.46666667,0.11740634913975528,1770000.0
25000.0,24293.0,2487.708512,2590.6833296,2668.2268439000004,2958.5941020200003,2487.708512,2590.6833296,2668.2268439000004,2958.5941020200003,,,,,,,,,0.0,108376466.96666667,0.13100602393007588,375000.0,42146.0,1094.7498034999999,2656.297188,3136.5795125,5213.7246509999995,986.168756,2580.704769,3095.87228125,5137.969799149995,1498.730234,2934.5199082,3345.941650399997,5568.340899359998,1293.682218,2874.474669,3218.7835335,5420.385197099968,0.0,245003126.93333334,0.1403469496195764,550000.0,39536.0,790.5137125,3790.3778348,4463.3806845,5175.002233669999,747.6619085,3408.371425,4413.415412049998,5144.453352219994,1118.642405,4302.039222400002,4784.0265388,5504.271314460001,995.583973,4126.3698814,4549.393702699999,5195.67877486,0.0,235408959.86666667,0.14475868062862537,575000.0,37333.0,875.931939,1813.4008362000004,6212.754666399997,15270.250147920002,875.931939,1813.4008362000004,6212.754666399997,15270.250147920002,,,,,,,,,0.0,166857837.75,0.11657666822918064,4425000.0
