Txn_ID,Is MP,Is MH,Start time,End time,Duration (ms),Server (ms),Fwd (ms),MH orderer (ms),Seq (ms),Log man (ms),Sched (ms),Lck man (ms),Worker (ms),Wait (ms),Other (ms)
99952495689729,False,False,1750083965985700101,1750083966019277608,33.57751,0.00031,0.01262,0.0,0.36211,0.16738,0.00026,0.00253,0.0026,0.0,33.02969
52931193733120,False,False,1750083965466699485,1750083965561875024,95.17554,0.00044,0.62313,0.0,6.45299,0.0,0.00029,0.00262,0.00354,0.0,88.09253
654935284776961,True,False,1750083989287883346,1750083989919498692,631.61535,0.30101,0.31891,0.0,3.16996,1.33585,0.00081,604.93055,7.25714,0.0,14.30111
562894135623681,True,True,1750083981039711301,1750083981577886425,538.17512,1.66734,0.55516,0.0,6.27059,0.90185,0.00066,449.09191,61.17165,0.0,18.51596
780296790212608,True,False,1750084002314664548,1750084002772761224,458.09668,0.26232,1.58501,0.0,3.56888,0.07674,0.00038,429.74676,15.65202,0.0,7.20455
539615412879360,True,False,1750083979298981428,1750083979765907851,466.92642,0.3301,0.63842,0.0,2.20949,0.13046,0.0004,399.7446,54.3534,0.0,9.51955
747509009874945,False,True,1750083998884137465,1750083999681020698,796.88323,0.0003,0.30389,0.0,4.78893,0.17417,0.0008,2.68383,0.01863,0.0,788.91268
242420855865344,False,True,1750083967531912214,1750083967606920152,75.00794,0.00032,0.0169,0.0,10.01663,1.11944,0.00038,3.80411,0.01124,0.0,60.03891
652126376165376,True,True,1750083988999482211,1750083989635283876,635.80166,0.01062,0.44391,0.0,4.71708,1.06621,0.00064,603.7468,14.82805,0.0,10.98835
375032266096640,False,True,1750083969881553762,1750083970115251088,233.69733,0.0006,0.46088,0.0,3.8984,0.82366,0.00029,215.30544,0.00906,0.0,13.199
1051901932077056,True,False,1750084018180304110,1750084018563188565,382.88446,0.00287,0.42945,0.0,0.62763,0.24049,0.0007,283.80475,91.50674,0.0,6.27182
1026295337058304,False,False,1750084016817038239,1750084017151195926,334.15769,0.00057,0.0133,0.0,3.13231,0.29969,0.00231,324.57959,0.00533,0.0,6.12457
1152391281901569,False,False,1750084024442416946,1750084024870582109,428.16516,0.00031,0.01534,0.0,2.66829,0.03423,0.00028,424.25818,0.00341,0.0,1.18512
562009372360705,False,True,1750083980968752726,1750083981470607903,501.85518,0.00033,1.58579,0.0,3.83268,0.63329,0.0013,464.18988,0.01758,0.0,31.59432
929761652113408,False,True,1750084010289325562,1750084010678996147,389.67058,0.0003,0.01225,0.0,3.01141,0.56275,0.00055,374.04084,0.08065,0.0,11.96183
184125264756736,True,True,1750083966898830626,1750083966985101247,86.27062,0.232,0.85407,0.0,3.72668,0.81129,0.00072,0.00268,1.63018,0.0,79.01299
423131604844545,True,False,1750083971867508153,1750083972211365791,343.85764,0.98909,0.83954,0.0,1.56853,1.92091,0.00069,315.13353,19.17853,0.0,4.22682
838076985245696,False,True,1750084005455713534,1750084005778927085,323.21355,0.00043,0.01072,0.0,4.7129,0.32102,0.00077,311.07924,0.02927,0.0,7.0592
504461105561601,True,False,1750083976772085880,1750083977208781700,436.69582,0.40439,0.40924,0.0,4.49455,0.44446,0.00063,404.41488,19.78134,0.0,6.74632
750601386328064,True,True,1750083999233013033,1750084000031962455,798.94942,2.00253,0.19778,0.0,3.92682,0.27364,0.00244,0.00275,14.17625,0.0,778.36721
206824166916096,True,True,1750083967144501541,1750083967226535709,82.03417,0.42162,1.02333,0.0,5.37447,0.55316,0.00055,2.94618,0.9032,0.0,70.81166
419214594670592,True,False,1750083971676103796,1750083971993660438,317.55664,0.26138,0.62462,0.0,4.66631,0.27316,0.00037,278.68348,25.3001,0.0,7.74722
565733109006336,True,True,1750083981265339438,1750083981817079388,551.73995,0.06113,0.52746,0.0,5.42062,0.46921,0.00039,440.0329,72.76344,0.0,32.4648
1121209819332608,True,False,1750084022277478221,1750084022706921283,429.44306,0.71876,0.50302,0.0,2.46555,0.11697,0.00042,383.22842,30.45348,0.0,11.95645
