Txn_ID,Is MP,Is MH,Start time,End time,Duration (ms),Server (ms),Fwd (ms),MH orderer (ms),Seq (ms),Log man (ms),Sched (ms),Lck man (ms),Worker (ms),Wait (ms),Other (ms)
3617221473468416,True,False,1750108082526195838,1750108082602707898,76.51206,1.27778,0.01088,0.0,1.42312,1.48471,0.0008,0.00402,0.81519,0.0,71.49557
729195269324801,True,True,1750108047996712321,1750108048087348984,90.63666,1.27778,0.01088,0.0,1.42312,1.48471,0.0008,0.00402,0.81519,0.0,85.62017
75681635500033,False,True,1750108038856354268,1750108038884409534,28.05527,1.27778,0.01088,0.0,1.42312,1.48471,0.0008,0.00402,0.81519,0.0,23.03877
2942507881070593,True,True,1750108075835026294,1750108075914780173,79.75388,1.27778,0.01088,0.0,1.42312,1.48471,0.0008,0.00402,0.81519,0.0,74.73739
213060459429889,False,True,1750108040450104595,1750108040533670818,83.56622,1.27778,0.01088,0.0,1.42312,1.48471,0.0008,0.00402,0.81519,0.0,78.54973
1834178685435905,False,True,1750108061654655131,1750108061737763502,83.10837,1.27778,0.01088,0.0,1.42312,1.48471,0.0008,0.00402,0.81519,0.0,78.09188
780395574460417,True,True,1750108048671093708,1750108048759108095,88.01439,1.27778,0.01088,0.0,1.42312,1.48471,0.0008,0.00402,0.81519,0.0,82.99789
3395450837139456,True,False,1750108080416812300,1750108080489723877,72.91158,1.27778,0.01088,0.0,1.42312,1.48471,0.0008,0.00402,0.81519,0.0,67.89508
144740414652417,False,False,1750108039552952020,1750108039619753474,66.80145,1.27778,0.01088,0.0,1.42312,1.48471,0.0008,0.00402,0.81519,0.0,61.78496
890454111420416,False,False,1750108050105595765,1750108050172123223,66.52746,1.27778,0.01088,0.0,1.42312,1.48471,0.0008,0.00402,0.81519,0.0,61.51096
3000623083552769,False,False,1750108076497724820,1750108076512684708,14.95989,1.27778,0.01088,0.0,1.42312,1.48471,0.0008,0.00402,0.81519,0.0,9.94339
5016779516542976,False,True,1750108096509559700,1750108096593034797,83.4751,1.27778,0.01088,0.0,1.42312,1.48471,0.0008,0.00402,0.81519,0.0,78.4586
3556662434594817,True,False,1750108081980856207,1750108081997654098,16.79789,1.27778,0.01088,0.0,1.42312,1.48471,0.0008,0.00402,0.81519,0.0,11.7814
4522420190838785,True,False,1750108091567962574,1750108091610336703,42.37413,1.27778,0.01088,0.0,1.42312,1.48471,0.0008,0.00402,0.81519,0.0,37.35763
3462160269180928,True,False,1750108081065677059,1750108081139154359,73.4773,1.27778,0.01088,0.0,1.42312,1.48471,0.0008,0.00402,0.81519,0.0,68.46081
5029926411436033,False,False,1750108096644347114,1750108096652441538,8.09442,1.27778,0.01088,0.0,1.42312,1.48471,0.0008,0.00402,0.81519,0.0,3.07793
1632156308733953,False,False,1750108059549639976,1750108059590664202,41.02423,1.27778,0.01088,0.0,1.42312,1.48471,0.0008,0.00402,0.81519,0.0,36.00773
2941485678854145,True,True,1750108075823740516,1750108075890781257,67.04074,1.27778,0.01088,0.0,1.42312,1.48471,0.0008,0.00402,0.81519,0.0,62.02425
4044042438443009,False,False,1750108086724744748,1750108086733283616,8.53887,1.27778,0.01088,0.0,1.42312,1.48471,0.0008,0.00402,0.81519,0.0,3.52237
233044942258177,False,False,1750108040716315890,1750108040794187096,77.87121,1.27778,0.01088,0.0,1.42312,1.48471,0.0008,0.00402,0.81519,0.0,72.85471
4077092211785728,True,False,1750108087051289033,1750108087125013797,73.72476,1.27778,0.01088,0.0,1.42312,1.48471,0.0008,0.00402,0.81519,0.0,68.70827
3291383779557377,True,False,1750108079417326922,1750108079435974717,18.64779,1.27778,0.01088,0.0,1.42312,1.48471,0.0008,0.00402,0.81519,0.0,13.6313
