Txn_ID,Is MP,Is MH,Start time,End time,Duration (ms),Server (ms),Fwd (ms),MH orderer (ms),Seq (ms),Log man (ms),Sched (ms),Lck man (ms),Worker (ms),Wait (ms),Other (ms)
1054964243759105,False,False,1750085180561895062,1750085180587982997,26.08793,0.00022,0.0,0.0,0.0,0.0,0.0,27.69925,0.00288,0.0,0.0
42232430198784,False,False,1750085165915221256,1750085165936846626,21.62537,0.00051,0.0,0.0,0.0,0.0,0.0,6.42356,0.00194,0.0,15.19936
136442537836544,True,False,1750085168562472889,1750085168719210590,156.7377,1.05879,0.0,0.0,0.0,0.0,0.0,2.55326,0.95966,0.0,152.16599
2509072666460161,True,False,1750085200243492757,1750085200248233082,4.74032,0.62208,0.0,0.0,0.0,0.0,0.0,3.04624,1.46685,0.0,0.0
1985408778895360,True,False,1750085193140708022,1750085193314247536,173.53951,0.1172,0.0,0.0,0.0,0.0,0.0,0.0,1.5924,0.0,171.82991
4070181609406464,True,False,1750085222565894336,1750085222724809712,158.91538,1.09184,0.0,0.0,0.0,0.0,0.0,4.08117,2.30743,0.0,151.43494
2105805302136833,False,False,1750085194734487241,1750085194737858097,3.37086,0.00045,0.0,0.0,0.0,0.0,0.0,2.12168,0.00331,0.0,1.24542
2232515427303424,True,False,1750085196418009640,1750085196592910539,174.9009,0.67517,0.0,0.0,0.0,0.0,0.0,2.93463,1.29635,0.0,169.99475
1890309613027329,True,False,1750085191897491129,1750085191903216783,5.72565,0.00096,0.0,0.0,0.0,0.0,0.0,2.50933,2.0656,0.0,1.14977
1589026247147521,True,False,1750085187931040765,1750085187953820182,22.77942,0.43489,0.0,0.0,0.0,0.0,0.0,5.48346,5.91728,0.0,10.94379
886661655298048,True,False,1750085178269913625,1750085178447714633,177.80101,0.94464,0.0,0.0,0.0,0.0,0.0,2.8793,1.52009,0.0,172.45698
151913010036737,True,False,1750085168756935881,1750085168763260590,6.32471,1.16337,0.0,0.0,0.0,0.0,0.0,4.08732,1.23187,0.0,0.0
487328481017856,True,False,1750085173029473718,1750085173194255284,164.78157,0.46173,0.0,0.0,0.0,0.0,0.0,0.0,2.4456,0.0,161.87424
14581430747136,True,False,1750085165576563061,1750085165707178111,130.61505,0.96279,0.0,0.0,0.0,0.0,0.0,33.51531,2.35005,0.0,93.7869
2656385749745664,False,False,1750085202359891448,1750085202601479811,241.58836,0.00034,0.0,0.0,0.0,0.0,0.0,205.35112,0.00429,0.0,36.23261
883144077082624,False,False,1750085178221565279,1750085178396877717,175.31244,0.00033,0.0,0.0,0.0,0.0,0.0,2.86609,0.00314,0.0,172.44288
1299158904340480,True,False,1750085183878706737,1750085184059767493,181.06076,0.54874,0.0,0.0,0.0,0.0,0.0,9.7206,5.03166,0.0,165.75976
3619523575939073,True,False,1750085215989214866,1750085216283855167,294.6403,0.00084,0.0,0.0,0.0,0.0,0.0,274.81185,14.23055,0.0,5.59706
568846960295937,True,False,1750085174079824329,1750085174131033294,51.20896,0.58866,0.0,0.0,0.0,0.0,0.0,5.98441,5.15605,0.0,39.47985
3361825538179073,True,False,1750085212513821290,1750085212519046465,5.22518,0.0498,0.0,0.0,0.0,0.0,0.0,2.07277,1.83519,0.0,1.26741
1958681197412353,False,False,1750085192802265542,1750085192805319242,3.0537,0.00013,0.0,0.0,0.0,0.0,0.0,5.89968,0.00276,0.0,0.0
3898498881683457,True,False,1750085220234520225,1750085220239069942,4.54972,0.0027,0.0,0.0,0.0,0.0,0.0,1.84331,1.72822,0.0,0.97548
3750537258336256,False,False,1750085218200831685,1750085218373644149,172.81246,0.00013,0.0,0.0,0.0,0.0,0.0,0.0,0.00422,0.0,172.80811
62697949364224,False,False,1750085167627881900,1750085167780692741,152.81084,0.00062,0.0,0.0,0.0,0.0,0.0,2.58777,0.00234,0.0,150.22011
3498478512635904,True,False,1750085214332011572,1750085214447727590,115.71602,0.24863,0.0,0.0,0.0,0.0,0.0,5.90111,7.58114,0.0,101.98513
3577815148527616,False,False,1750085215424336477,1750085215597952869,173.61639,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.00262,0.0,173.61359
4067029103411201,False,False,1750085222526539935,1750085222555354257,28.81432,0.00013,0.0,0.0,0.0,0.0,0.0,12.16034,0.003,0.0,16.65085
3477763885367297,False,False,1750085214104882501,1750085214135255788,30.37329,0.00049,0.0,0.0,0.0,0.0,0.0,2.66435,0.00307,0.0,27.70538
2375254370418688,False,False,1750085198381801750,1750085198551587320,169.78557,0.00013,0.0,0.0,0.0,0.0,0.0,0.0,0.00292,0.0,169.78252
1725881085067265,False,False,1750085189754332685,1750085189757171863,2.83918,0.00028,0.0,0.0,0.0,0.0,0.0,5.85832,0.00289,0.0,0.0
378472534900736,True,False,1750085171610412368,1750085171767045903,156.63353,0.53508,0.0,0.0,0.0,0.0,0.0,1.95126,1.97345,0.0,152.17374
2003318792519680,True,False,1750085193388885477,1750085193560921890,172.03641,0.0329,0.0,0.0,0.0,0.0,0.0,3.188,1.69727,0.0,167.11824
2094299084750848,True,False,1750085194574321103,1750085194751446997,177.12589,0.77377,0.0,0.0,0.0,0.0,0.0,0.15046,1.35342,0.0,174.84824
3814837213724673,True,False,1750085219092637045,1750085219097751473,5.11443,0.40442,0.0,0.0,0.0,0.0,0.0,2.39027,2.32019,0.0,0.0
931110271844353,True,False,1750085178882222607,1750085178889161799,6.93919,1.4351,0.0,0.0,0.0,0.0,0.0,3.90404,1.97077,0.0,0.0
521138463571969,False,False,1750085173472641560,1750085173476750401,4.10884,0.00012,0.0,0.0,0.0,0.0,0.0,6.28089,0.00233,0.0,0.0
3203946835345408,True,False,1750085210325759386,1750085210456939142,131.17976,1.35643,0.0,0.0,0.0,0.0,0.0,2.76751,1.25789,0.0,125.79792
1375115400970241,False,False,1750085184941102965,1750085184944747384,3.64442,0.00033,0.0,0.0,0.0,0.0,0.0,1.91645,0.00271,0.0,1.72492
