x_var,detock_lsh_p50,detock_lsh_p95,detock_lsh_p99,detock_fsh_p50,detock_fsh_p95,detock_fsh_p99,detock_mh_p50,detock_mh_p95,detock_mh_p99,detock_read_p50,detock_read_p95,detock_read_p99,detock_write_p50,detock_write_p95,detock_write_p99,janus_lsh_p50,janus_lsh_p95,janus_lsh_p99,janus_fsh_p50,janus_fsh_p95,janus_fsh_p99,janus_mh_p50,janus_mh_p95,janus_mh_p99,janus_read_p50,janus_read_p95,janus_read_p99,janus_write_p50,janus_write_p95,janus_write_p99,calvin_lsh_p50,calvin_lsh_p95,calvin_lsh_p99,calvin_fsh_p50,calvin_fsh_p95,calvin_fsh_p99,calvin_mh_p50,calvin_mh_p95,calvin_mh_p99,calvin_read_p50,calvin_read_p95,calvin_read_p99,calvin_write_p50,calvin_write_p95,calvin_write_p99,slog_lsh_p50,slog_lsh_p95,slog_lsh_p99,slog_fsh_p50,slog_fsh_p95,slog_fsh_p99,slog_mh_p50,slog_mh_p95,slog_mh_p99,slog_read_p50,slog_read_p95,slog_read_p99,slog_write_p50,slog_write_p95,slog_write_p99
1.0,6.418,8.364,14.9,139.838,142.62,147.259,140.043,142.842,148.005,,,,,,,132.709,136.464,179.583,,,,,,,,,,,,,5.978,7.884,138.874,,,,,,,,,,,,,6.535,8.055,12.496,144.041,147.704,154.311,144.398,148.53,164.374,,,,,,
10.0,6.021,6.663,16.087,138.799,141.814,145.608,139.072,142.183,147.234,,,,,,,132.507,136.153,139.828,,,,,,,,,,,,,5.947,137.773,140.243,,,,,,,,,,,,,6.007,6.614,14.035,142.413,146.29,148.581,142.655,146.583,149.512,,,,,,
100.0,5.584,32.325,64.45,138.579,142.31,160.816,138.786,142.917,162.972,,,,,,,132.948,172.134,250.831,,,,,,,,,,,,,6.93,138.915,141.269,,,,,,,,,,,,,5.717,60.921,123.329,141.007,145.692,147.939,141.292,145.989,147.926,,,,,,
250.0,5.529,55.987,69.382,139.204,141.708,147.152,139.507,142.098,147.794,,,,,,,133.887,233.43,263.24,,,,,,,,,,,,,6.821,138.591,142.093,,,,,,,,,,,,,5.806,105.958,132.113,141.56,145.841,147.115,142.012,146.253,147.507,,,,,,
300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.129,141.397,145.811,,,,,,,,,,,,,,,,,,,,,,,,,,,
400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.018,144.643,154.292,,,,,,,,,,,,,,,,,,,,,,,,,,,
500.0,6.109,64.675,72.425,139.985,142.62,144.471,140.441,143.141,145.2,,,,,,,134.786,250.675,267.436,,,,,,,,,,,,,9.861,405.701,1341.853,,,,,,,,,,,,,6.049,118.941,135.185,142.484,146.67,148.207,142.986,147.16,149.176,,,,,,
600.0,6.446,66.15,73.263,140.286,142.843,144.04,140.777,143.407,144.927,,,,,,,135.063,253.539,274.674,,,,,,,,,,,,,10.861,655.949,2592.034,,,,,,,,,,,,,6.114,122.65,137.314,142.747,147.054,151.971,143.296,147.618,155.915,,,,,,
700.0,6.853,67.449,74.648,140.569,143.175,144.592,141.132,143.801,145.334,,,,,,,135.386,256.781,292.312,,,,,,,,,,,,,11.604,1017.204,2082.253,,,,,,,,,,,,,6.31,123.959,136.861,143.033,147.253,149.74,143.623,147.897,150.835,,,,,,
800.0,7.314,68.411,75.587,140.625,143.399,160.021,141.246,144.083,161.355,,,,,,,135.856,260.683,316.732,,,,,,,,,,,,,13.61,1025.409,1652.205,,,,,,,,,,,,,6.484,125.823,137.635,143.242,147.448,149.958,143.792,148.155,151.437,,,,,,
900.0,9.563,69.409,76.036,140.918,143.545,145.233,141.579,144.334,146.496,,,,,,,136.281,262.175,323.126,,,,,,,,,,,,,14.519,50.537,6339.641,,,,,,,,,,,,,6.538,127.241,138.125,143.332,147.634,149.98,143.949,148.368,151.545,,,,,,
1000.0,14.988,69.687,76.278,140.947,143.671,145.331,141.635,144.439,147.0,,,,,,,137.465,266.066,367.987,,,,,,,,,,,,,22.073,197.6,375.792,,,,,,,,,,,,,6.699,128.345,138.568,143.506,147.885,152.351,144.197,148.771,154.152,,,,,,
1250.0,25.149,70.794,76.388,141.437,144.655,148.069,142.262,145.719,149.741,,,,,,,139.356,269.853,348.486,,,,,,,,,,,,,20.495,789.868,2246.657,,,,,,,,,,,,,7.009,130.063,138.788,143.754,148.184,151.569,144.508,149.241,154.56,,,,,,
1500.0,33.282,72.031,77.135,142.18,145.29,150.285,143.085,146.537,151.329,,,,,,,150.655,290.897,381.305,,,,,,,,,,,,,24.113,635.739,5519.107,,,,,,,,,,,,,7.526,131.495,139.487,144.17,148.937,159.021,144.92,150.107,161.602,,,,,,
2000.0,43.769,74.493,79.736,144.066,147.713,154.3,145.213,149.259,157.678,,,,,,,187.684,357.701,483.386,,,,,,,,,,,,,37.806,759.808,2508.062,,,,,,,,,,,,,8.745,135.098,142.81,145.397,150.781,212.744,146.375,152.083,198.702,,,,,,
