x_var,detock_lsh_p50,detock_lsh_p95,detock_lsh_p99,detock_fsh_p50,detock_fsh_p95,detock_fsh_p99,detock_mh_p50,detock_mh_p95,detock_mh_p99,detock_read_p50,detock_read_p95,detock_read_p99,detock_write_p50,detock_write_p95,detock_write_p99,janus_lsh_p50,janus_lsh_p95,janus_lsh_p99,janus_fsh_p50,janus_fsh_p95,janus_fsh_p99,janus_mh_p50,janus_mh_p95,janus_mh_p99,janus_read_p50,janus_read_p95,janus_read_p99,janus_write_p50,janus_write_p95,janus_write_p99,calvin_lsh_p50,calvin_lsh_p95,calvin_lsh_p99,calvin_fsh_p50,calvin_fsh_p95,calvin_fsh_p99,calvin_mh_p50,calvin_mh_p95,calvin_mh_p99,calvin_read_p50,calvin_read_p95,calvin_read_p99,calvin_write_p50,calvin_write_p95,calvin_write_p99,slog_lsh_p50,slog_lsh_p95,slog_lsh_p99,slog_fsh_p50,slog_fsh_p95,slog_fsh_p99,slog_mh_p50,slog_mh_p95,slog_mh_p99,slog_read_p50,slog_read_p95,slog_read_p99,slog_write_p50,slog_write_p95,slog_write_p99
0.0,20.375,41.427,51.208,,,,,,,,,,,,,143.29,632.36,1657.259,,,,,,,,,,,,,123.583,215.353,284.859,,,,,,,,,,,,,29.76,45.454,140.545,,,,,,,,,,,,
10.0,14.238,25.503,151.45,148.802,3776.252,4556.533,151.081,4247.264,4610.573,,,,,,,148.329,450.09,987.72,,,,,,,,,,,,,99.074,232.751,2204.638,,,,,,,,,,,,,18.186,27.886,888.892,162.366,1835.133,1998.554,164.244,1890.848,2048.177,,,,,,
20.0,14.259,137.306,384.069,149.117,1703.368,2425.387,152.019,2186.837,2461.658,,,,,,,142.201,727.372,920.164,,,,,,,,,,,,,118.556,345.226,365.208,,,,,,,,,,,,,16.299,139.078,890.514,154.772,1717.072,1866.901,157.75,1791.227,1875.735,,,,,,
30.0,13.457,146.402,381.686,151.073,550.177,1476.671,153.478,605.181,1684.357,,,,,,,145.326,410.162,547.677,,,,,,,,,,,,,83.891,521.712,589.413,,,,,,,,,,,,,17.102,152.162,535.305,158.833,640.91,967.583,162.341,689.623,999.342,,,,,,
40.0,12.235,147.817,413.17,150.041,512.291,621.099,152.514,540.38,625.65,,,,,,,146.82,300.015,429.444,,,,,,,,,,,,,81.42,748.488,811.76,,,,,,,,,,,,,18.89,156.214,289.937,160.386,448.568,905.734,162.895,703.771,921.754,,,,,,
50.0,12.105,148.86,362.762,150.024,478.138,784.577,151.93,581.105,801.49,,,,,,,144.954,511.253,800.816,,,,,,,,,,,,,92.907,318.162,560.89,,,,,,,,,,,,,14.035,152.928,416.833,154.417,438.597,471.187,157.344,450.067,476.648,,,,,,
60.0,11.612,148.782,339.126,149.188,427.486,857.973,151.309,439.408,1024.347,,,,,,,149.293,485.218,779.627,,,,,,,,,,,,,100.118,512.12,639.986,,,,,,,,,,,,,17.749,156.337,282.033,157.244,307.47,348.603,159.738,321.056,352.606,,,,,,
70.0,11.33,148.335,205.42,148.625,287.532,514.611,150.414,302.774,516.907,,,,,,,147.118,355.267,546.199,,,,,,,,,,,,,91.677,404.264,463.685,,,,,,,,,,,,,13.448,154.405,261.967,153.981,275.203,404.629,155.915,319.85,486.398,,,,,,
80.0,10.024,147.7,424.463,147.321,485.796,592.278,149.104,507.037,617.944,,,,,,,146.247,376.163,596.015,,,,,,,,,,,,,85.161,641.368,723.099,,,,,,,,,,,,,11.761,150.897,402.102,151.223,415.954,448.57,153.288,419.144,451.813,,,,,,
90.0,10.707,147.446,151.487,147.212,152.677,225.534,148.859,154.085,225.42,,,,,,,147.712,489.351,585.045,,,,,,,,,,,,,96.318,467.334,556.246,,,,,,,,,,,,,11.817,152.633,341.025,151.779,351.478,366.431,154.011,354.434,367.953,,,,,,
100.0,10.438,147.578,187.457,147.041,247.763,386.14,148.636,274.5,395.651,,,,,,,153.353,670.856,1032.174,,,,,,,,,,,,,136.68,308.834,457.354,,,,,,,,,,,,,11.444,154.956,310.677,152.097,325.528,351.154,154.151,335.067,354.794,,,,,,
