x_var,detock_lsh_p50,detock_lsh_p95,detock_lsh_p99,detock_fsh_p50,detock_fsh_p95,detock_fsh_p99,detock_mh_p50,detock_mh_p95,detock_mh_p99,detock_read_p50,detock_read_p95,detock_read_p99,detock_write_p50,detock_write_p95,detock_write_p99,janus_lsh_p50,janus_lsh_p95,janus_lsh_p99,janus_fsh_p50,janus_fsh_p95,janus_fsh_p99,janus_mh_p50,janus_mh_p95,janus_mh_p99,janus_read_p50,janus_read_p95,janus_read_p99,janus_write_p50,janus_write_p95,janus_write_p99,calvin_lsh_p50,calvin_lsh_p95,calvin_lsh_p99,calvin_fsh_p50,calvin_fsh_p95,calvin_fsh_p99,calvin_mh_p50,calvin_mh_p95,calvin_mh_p99,calvin_read_p50,calvin_read_p95,calvin_read_p99,calvin_write_p50,calvin_write_p95,calvin_write_p99,slog_lsh_p50,slog_lsh_p95,slog_lsh_p99,slog_fsh_p50,slog_fsh_p95,slog_fsh_p99,slog_mh_p50,slog_mh_p95,slog_mh_p99,slog_read_p50,slog_read_p95,slog_read_p99,slog_write_p50,slog_write_p95,slog_write_p99
0.0,15.789,37.948,801.262,29.445,1019.993,1162.96,33.11,1048.171,1176.69,,,,,,,209.339,261.901,269.12,,,,,,,,,,,,,87.693,379.69,1905.605,,,,,,,,,,,,,19.139,37.152,599.987,27.49,630.694,893.311,31.059,704.812,977.117,,,,,,
0.1,15.688,30.369,250.603,30.365,1286.645,2281.715,33.097,1898.044,2355.91,,,,,,,214.979,280.248,288.251,,,,,,,,,,,,,105.99,535.49,965.215,,,,,,,,,,,,,26.246,38.926,99.446,34.687,252.554,475.556,37.222,395.539,480.372,,,,,,
0.2,15.702,36.823,637.873,31.592,733.85,867.104,36.104,762.676,893.33,,,,,,,233.385,288.672,378.394,,,,,,,,,,,,,130.345,228.39,387.432,,,,,,,,,,,,,21.331,66.814,231.434,29.898,326.31,1794.191,34.309,389.782,2461.621,,,,,,
0.5,21.539,124.356,224.382,38.436,212.024,277.808,45.067,228.109,298.564,,,,,,,182.365,334.305,480.668,,,,,,,,,,,,,136.878,364.783,825.73,,,,,,,,,,,,,25.867,128.124,228.566,35.254,203.138,246.468,38.684,216.598,267.115,,,,,,
1.0,19.149,218.879,357.802,41.554,259.476,498.863,59.069,305.255,592.102,,,,,,,173.014,432.698,831.114,,,,,,,,,,,,,99.704,515.118,874.715,,,,,,,,,,,,,24.711,225.311,365.031,38.041,240.486,400.003,57.368,284.449,544.159,,,,,,
1.5,27.455,268.984,612.566,64.548,349.044,665.456,115.9,422.253,722.585,,,,,,,204.452,535.559,743.172,,,,,,,,,,,,,162.693,483.682,742.625,,,,,,,,,,,,,36.684,280.716,595.044,65.718,335.717,649.275,117.76,432.743,692.807,,,,,,
2.0,43.879,399.595,682.012,140.861,529.644,1042.883,211.893,623.908,1693.726,,,,,,,239.98,691.981,966.073,,,,,,,,,,,,,185.139,629.107,962.156,,,,,,,,,,,,,54.514,420.841,674.995,137.66,456.571,674.578,207.547,582.469,920.769,,,,,,
2.5,82.598,482.931,774.669,206.327,621.442,882.213,242.01,701.655,946.431,,,,,,,291.909,846.035,1231.222,,,,,,,,,,,,,211.788,653.39,1014.834,,,,,,,,,,,,,94.432,528.52,780.179,208.792,641.879,1977.881,239.369,705.378,1579.005,,,,,,
3.0,117.435,622.912,1185.556,225.645,662.331,1375.024,273.494,887.181,1480.98,,,,,,,337.347,1120.891,1665.218,,,,,,,,,,,,,235.48,742.466,1301.496,,,,,,,,,,,,,151.653,624.043,955.227,227.16,726.368,1095.564,284.061,864.448,1206.02,,,,,,
4.0,209.531,845.381,1522.906,314.737,1307.211,1870.08,445.023,1348.92,1962.18,,,,,,,443.452,1406.416,1935.81,,,,,,,,,,,,,288.976,929.164,1419.273,,,,,,,,,,,,,217.531,923.777,1672.803,318.566,1192.228,1610.926,458.858,1367.591,1906.126,,,,,,
5.0,231.199,1067.395,1979.606,464.28,1438.777,3672.587,613.088,1774.047,3551.31,,,,,,,626.169,2063.327,3201.904,,,,,,,,,,,,,385.192,1462.592,2743.477,,,,,,,,,,,,,254.258,1375.901,2210.528,464.217,1830.639,2808.071,640.809,1879.234,2878.1,,,,,,
7.5,446.199,3131.343,8900.281,730.239,6229.856,8462.747,1161.111,7169.193,9451.302,,,,,,,1141.402,5487.818,11692.521,,,,,,,,,,,,,698.098,3221.279,5930.282,,,,,,,,,,,,,481.084,2649.486,4244.921,1146.816,2914.408,3961.776,1283.966,3848.806,4611.072,,,,,,
10.0,791.683,3937.57,6871.323,2173.88,4014.884,8712.513,2116.241,6815.072,11235.852,,,,,,,2010.987,9201.979,12508.771,,,,,,,,,,,,,939.097,8936.003,25325.083,,,,,,,,,,,,,734.735,6781.442,18344.408,1979.669,11395.146,15940.322,2639.858,15586.503,19904.117,,,,,,
